DateTime,Artist Name,Genre,Stage Location,Expected Audience Size,Actual Audience Size,Audience Engagement Score,Performance Duration,Setup Time,Tear Down Time
11/23/2023 11:55:00 PM,Recursive Rhythms,Hip Hop,DJ Tent,8980,1243,8,97,27,45
9/12/2023 3:04:43 AM,Epsilon Greedy,Jazz,VIP Lounge,1569,1569,8,66,43,54
8/21/2023 12:33:34 AM,Infinite Loop,Hip Hop,Indie Arena,4825,4825,9,67,34,18
9/15/2023 3:40:11 PM,Neural Nets,Rock,Indie Arena,4359,4359,5,40,28,45
5/18/2023 4:49:21 PM,The Data Wranglers,Rock,Main Stage,3722,296,5,30,46,41
6/20/2023 4:39:10 AM,Parallel Processors,Rock,VIP Lounge,923,923,3,54,41,39
4/29/2023 5:58:46 AM,The Data Wranglers,Hip Hop,Main Stage,3531,3531,5,71,39,19
4/17/2023 10:46:29 AM,Segmentation Fault,Rock,DJ Tent,6628,686,8,81,18,20
11/7/2023 5:21:05 PM,Random Forest,Jazz,Main Stage,4251,3825,5,53,35,19
2/20/2024 6:14:20 PM,The Algorithmics,Hip Hop,DJ Tent,4313,2471,4,82,32,41
3/6/2024 10:15:21 PM,The Data Wranglers,Indie,Indie Arena,7520,7520,8,85,53,22
4/28/2024 4:12:29 AM,Byte Beat,Hip Hop,Indie Arena,9089,4233,7,92,29,23
7/19/2023 4:08:14 AM,Random Forest,Jazz,VIP Lounge,879,762,6,110,52,29
4/5/2024 1:12:27 PM,Recursive Rhythms,Indie,DJ Tent,2992,2992,5,37,38,50
4/18/2023 9:58:01 PM,Recursive Rhythms,Hip Hop,Indie Arena,5634,5373,5,88,22,55
1/18/2024 7:44:34 PM,Byte Beat,Rock,VIP Lounge,3406,3406,2,74,42,21
11/16/2023 4:02:23 PM,Epsilon Greedy,Electronic,VIP Lounge,3002,3002,4,56,35,46
6/10/2023 11:16:41 AM,Random Forest,Electronic,Main Stage,3818,3818,8,81,30,22
7/25/2023 7:17:28 PM,The Data Wranglers,Rock,VIP Lounge,121,121,8,47,30,29
5/9/2023 7:54:53 PM,Bit Rate,Electronic,Indie Arena,1600,1600,1,115,49,51
1/14/2024 6:09:46 PM,Parallel Processors,Electronic,Main Stage,9134,9134,2,45,31,33
11/15/2023 7:58:38 AM,Cluster Funk,Rock,DJ Tent,3741,3741,5,95,23,53
12/27/2023 9:52:47 PM,Neural Nets,Rock,DJ Tent,5312,5312,9,34,49,20
2/25/2024 7:45:23 AM,Byte Beat,Hip Hop,Indie Arena,291,291,7,111,43,33
4/13/2024 1:16:13 AM,Parallel Processors,Hip Hop,Indie Arena,8687,3950,5,32,53,42
4/14/2024 2:25:15 AM,Infinite Loop,Rock,Main Stage,7274,7274,1,110,32,31
9/1/2023 8:34:11 AM,Bit Rate,Jazz,Main Stage,5214,5214,6,109,26,56
9/19/2023 1:33:23 AM,Random Forest,Electronic,Indie Arena,4762,4618,8,99,33,33
5/9/2023 7:49:12 PM,Parallel Processors,Hip Hop,Indie Arena,4426,4426,7,36,36,45
4/17/2023 7:00:29 AM,The Data Wranglers,Electronic,DJ Tent,9165,1895,2,79,29,25
5/20/2023 9:49:26 AM,Random Forest,Indie,DJ Tent,4435,432,5,43,15,29
4/29/2023 9:58:42 PM,The Data Wranglers,Rock,DJ Tent,8381,4162,4,67,16,24
3/4/2024 12:11:55 AM,The Data Wranglers,Jazz,Indie Arena,8748,7119,9,108,22,57
8/15/2023 8:40:24 PM,The Algorithmics,Indie,VIP Lounge,9296,3860,1,76,36,37
6/5/2023 5:57:08 PM,The Data Wranglers,Indie,Indie Arena,5594,1559,6,62,39,17
4/29/2023 6:06:16 PM,Segmentation Fault,Indie,Indie Arena,8636,7623,3,72,16,17
11/3/2023 11:06:33 PM,Neural Nets,Rock,DJ Tent,2811,1628,9,58,23,32
10/25/2023 9:11:49 PM,Cluster Funk,Hip Hop,Indie Arena,7695,929,5,86,23,39
5/11/2023 12:00:02 PM,Cluster Funk,Rock,Main Stage,6373,2212,6,34,27,57
8/12/2023 4:11:33 PM,Random Forest,Hip Hop,Indie Arena,6384,6384,9,89,20,34
11/25/2023 8:05:07 AM,Random Forest,Indie,Indie Arena,9408,9408,9,99,44,43
8/10/2023 4:12:18 PM,The Data Wranglers,Indie,Indie Arena,8917,7764,8,31,29,36
8/11/2023 7:05:56 AM,The Algorithmics,Jazz,Indie Arena,4094,1409,9,99,29,29
11/3/2023 12:48:01 PM,The Algorithmics,Hip Hop,VIP Lounge,1778,1778,4,72,21,53
5/6/2024 10:29:31 AM,Segmentation Fault,Indie,Indie Arena,8514,8198,6,33,25,24
5/2/2023 2:17:16 PM,The Data Wranglers,Electronic,Main Stage,843,843,5,85,54,35
5/9/2023 3:22:42 AM,Segmentation Fault,Jazz,Main Stage,562,562,5,88,52,43
10/14/2023 7:15:18 AM,Recursive Rhythms,Rock,Indie Arena,1668,1668,4,118,54,46
7/4/2023 4:51:41 AM,The Data Wranglers,Jazz,DJ Tent,1836,1836,2,38,16,24
6/27/2023 6:03:37 PM,Byte Beat,Electronic,VIP Lounge,8003,130,6,32,53,27
11/8/2023 12:24:21 AM,Byte Beat,Hip Hop,Indie Arena,7102,2782,9,119,24,37
10/16/2023 7:27:14 AM,Epsilon Greedy,Rock,Indie Arena,8956,7883,1,77,58,37
9/6/2023 8:46:15 AM,The Data Wranglers,Rock,Indie Arena,1456,1456,7,72,31,45
5/26/2023 5:30:51 PM,Neural Nets,Hip Hop,DJ Tent,1114,1114,6,30,21,18
12/1/2023 4:35:13 PM,Bit Rate,Jazz,DJ Tent,1154,1154,3,86,54,17
5/26/2023 4:01:20 AM,Infinite Loop,Indie,DJ Tent,1864,717,1,82,53,35
5/16/2023 11:01:06 AM,Epsilon Greedy,Jazz,VIP Lounge,6109,2546,4,45,18,16
5/25/2023 3:15:51 AM,Random Forest,Electronic,Main Stage,4558,3549,9,80,49,18
3/24/2024 5:30:08 PM,Hello World,Indie,VIP Lounge,9704,9686,2,104,50,15
5/19/2023 5:52:19 PM,The Data Wranglers,Jazz,DJ Tent,767,767,3,119,45,29
9/9/2023 6:52:14 AM,Parallel Processors,Hip Hop,Main Stage,3470,3470,2,84,39,47
12/19/2023 9:14:15 PM,Syntax Error,Electronic,Main Stage,6076,6076,2,30,55,20
8/19/2023 2:40:07 AM,Byte Beat,Electronic,DJ Tent,1494,1239,8,119,27,21
5/19/2023 12:17:26 PM,Parallel Processors,Electronic,DJ Tent,8390,6654,3,57,32,33
1/22/2024 10:17:43 AM,Hello World,Indie,VIP Lounge,4170,4170,7,82,35,58
7/22/2023 6:54:49 PM,Segmentation Fault,Rock,DJ Tent,7082,7082,8,87,15,15
3/2/2024 9:30:28 PM,Hello World,Indie,Main Stage,8713,8713,3,102,50,53
11/4/2023 5:52:58 PM,The Algorithmics,Jazz,Indie Arena,5699,1075,2,89,22,33
9/7/2023 8:27:53 AM,Neural Nets,Rock,DJ Tent,3750,3750,8,88,35,59
11/7/2023 12:50:03 AM,The Data Wranglers,Jazz,DJ Tent,9424,121,3,51,57,40
4/9/2024 4:14:29 PM,Cluster Funk,Rock,VIP Lounge,9994,5596,7,37,35,58
9/15/2023 7:45:28 PM,Hello World,Indie,VIP Lounge,3720,2735,1,78,41,26
1/25/2024 6:28:26 PM,Bit Rate,Electronic,DJ Tent,3290,3290,6,71,33,36
3/23/2024 5:21:38 PM,The Algorithmics,Hip Hop,Main Stage,8889,7422,9,56,37,27
9/13/2023 6:41:53 PM,Recursive Rhythms,Electronic,Main Stage,491,491,3,68,57,42
12/5/2023 2:56:04 PM,Cluster Funk,Indie,Indie Arena,1175,1175,7,112,49,28
6/30/2023 11:05:56 PM,Segmentation Fault,Rock,DJ Tent,2750,2750,6,54,54,36
8/24/2023 3:49:29 PM,Epsilon Greedy,Electronic,VIP Lounge,2484,2484,8,67,56,44
3/4/2024 4:45:35 AM,Parallel Processors,Indie,Main Stage,909,909,3,114,19,58
1/16/2024 2:56:59 AM,The Algorithmics,Jazz,Indie Arena,8147,4152,3,53,55,34
1/6/2024 12:27:38 AM,Cluster Funk,Hip Hop,DJ Tent,5601,954,4,53,22,58
8/31/2023 12:31:45 AM,The Algorithmics,Electronic,Main Stage,6995,3076,3,89,25,41
11/7/2023 6:58:42 PM,Epsilon Greedy,Rock,DJ Tent,1259,1259,9,112,30,52
10/5/2023 4:58:21 AM,Recursive Rhythms,Jazz,DJ Tent,7674,4761,4,79,53,56
11/15/2023 8:57:13 PM,Byte Beat,Indie,Main Stage,1631,1631,6,95,38,55
7/28/2023 12:37:45 AM,Infinite Loop,Hip Hop,Main Stage,5581,5581,8,43,35,48
2/12/2024 8:32:10 AM,The Data Wranglers,Rock,Main Stage,7648,2670,8,82,37,53
9/8/2023 1:08:18 PM,Hello World,Indie,DJ Tent,5076,2696,5,61,52,55
8/5/2023 10:16:13 AM,Byte Beat,Indie,DJ Tent,5795,4915,5,77,22,58
8/27/2023 10:44:49 AM,Byte Beat,Electronic,Indie Arena,8545,7395,6,68,21,51
7/29/2023 9:06:00 AM,Syntax Error,Electronic,VIP Lounge,3648,2339,7,69,16,15
1/5/2024 1:33:22 PM,Cache Miss,Rock,DJ Tent,6263,6263,7,71,44,29
4/24/2024 11:15:20 PM,The Query Strings,Indie,VIP Lounge,6771,3922,4,106,27,46
4/13/2024 12:26:38 AM,Recursive Rhythms,Electronic,Main Stage,5364,5364,6,105,37,22
3/22/2024 6:07:50 PM,Recursive Rhythms,Hip Hop,DJ Tent,1331,1331,7,37,43,47
7/3/2023 4:46:54 PM,Recursive Rhythms,Hip Hop,Indie Arena,2523,1490,5,108,52,32
3/6/2024 3:20:53 AM,Bit Rate,Indie,Indie Arena,8171,815,5,55,51,59
10/22/2023 9:15:02 AM,Neural Nets,Electronic,VIP Lounge,4361,4142,2,41,34,43
3/8/2024 7:48:14 AM,Epsilon Greedy,Rock,Main Stage,9865,9391,7,72,47,46
11/28/2023 7:49:00 AM,The Algorithmics,Rock,VIP Lounge,3008,2716,6,80,43,47
8/7/2023 9:29:16 AM,Infinite Loop,Rock,Main Stage,4812,4812,1,111,29,19
8/21/2023 7:33:13 AM,Cache Miss,Hip Hop,Indie Arena,6855,6018,4,92,37,32
9/24/2023 10:43:39 PM,The Query Strings,Electronic,VIP Lounge,9917,7691,3,78,56,24
3/6/2024 1:28:32 AM,Infinite Loop,Electronic,Indie Arena,3983,2231,3,56,17,50
8/14/2023 11:23:39 PM,Neural Nets,Hip Hop,Indie Arena,3615,3615,7,38,51,47
8/30/2023 5:15:57 PM,Epsilon Greedy,Rock,Main Stage,3503,3503,4,68,43,37
8/17/2023 7:07:12 AM,The Data Wranglers,Rock,VIP Lounge,4698,890,8,94,59,54
1/29/2024 4:16:42 PM,Neural Nets,Indie,VIP Lounge,5108,5108,9,100,22,19
10/26/2023 7:06:36 AM,Hello World,Jazz,Indie Arena,6322,4168,3,119,36,48
3/14/2024 3:38:22 PM,The Algorithmics,Electronic,Indie Arena,4109,615,5,100,43,38
4/15/2023 10:59:27 AM,Byte Beat,Electronic,Main Stage,2835,2835,4,36,16,31
5/10/2023 11:04:03 PM,Syntax Error,Electronic,DJ Tent,4591,4591,6,101,55,45
9/5/2023 2:47:04 AM,The Algorithmics,Jazz,DJ Tent,8693,8693,4,109,59,21
11/21/2023 2:23:52 AM,The Query Strings,Indie,Indie Arena,1074,1074,8,96,15,31
6/20/2023 11:21:14 PM,The Query Strings,Jazz,DJ Tent,323,323,3,39,58,42
7/28/2023 4:01:34 AM,Infinite Loop,Rock,DJ Tent,4713,4713,5,100,34,52
10/15/2023 11:50:48 AM,Syntax Error,Rock,DJ Tent,6877,4361,1,114,35,36
3/30/2024 6:15:06 PM,Recursive Rhythms,Electronic,DJ Tent,8527,7786,6,82,51,29
7/29/2023 9:50:11 PM,The Query Strings,Hip Hop,Indie Arena,4311,4311,5,116,22,51
10/20/2023 2:53:32 AM,The Algorithmics,Electronic,DJ Tent,325,325,8,86,41,29
3/18/2024 8:41:22 AM,Syntax Error,Hip Hop,DJ Tent,8283,8283,9,115,49,39
10/17/2023 1:10:50 AM,Epsilon Greedy,Jazz,Main Stage,4377,4377,8,56,20,35
8/1/2023 1:09:30 PM,Hello World,Rock,Indie Arena,1441,606,8,83,59,52
4/29/2024 5:10:50 AM,Neural Nets,Hip Hop,VIP Lounge,4136,3069,3,33,58,16
1/21/2024 11:39:05 AM,Byte Beat,Jazz,VIP Lounge,8501,2630,4,117,33,41
6/16/2023 7:44:07 PM,Hello World,Rock,Main Stage,3827,3827,4,52,32,46
6/19/2023 9:05:22 AM,Cache Miss,Hip Hop,Main Stage,4028,4028,5,77,15,35
5/7/2024 1:40:48 AM,The Data Wranglers,Electronic,Indie Arena,2903,2903,9,112,39,18
8/3/2023 12:03:13 PM,Syntax Error,Electronic,VIP Lounge,9401,9401,9,71,41,58
10/6/2023 3:51:20 AM,Cluster Funk,Electronic,DJ Tent,6658,4069,1,32,21,33
4/22/2023 9:10:14 AM,Hello World,Jazz,Main Stage,493,493,8,32,58,16
10/8/2023 10:09:11 AM,Infinite Loop,Electronic,VIP Lounge,6939,6939,1,57,56,40
2/10/2024 3:29:03 PM,Cache Miss,Indie,Indie Arena,9135,721,2,92,43,48
8/16/2023 1:48:37 AM,Byte Beat,Rock,DJ Tent,9816,827,7,110,45,28
3/31/2024 9:45:58 PM,Infinite Loop,Jazz,Indie Arena,8895,4977,8,60,58,29
2/1/2024 8:49:41 AM,Infinite Loop,Electronic,Main Stage,681,681,1,39,57,34
1/21/2024 12:11:13 PM,Parallel Processors,Rock,VIP Lounge,232,232,3,78,50,48
9/24/2023 6:36:58 PM,Cluster Funk,Hip Hop,VIP Lounge,2938,2938,7,115,33,50
11/20/2023 1:58:34 AM,Syntax Error,Electronic,VIP Lounge,3485,1124,9,50,20,33
2/13/2024 1:57:07 AM,Cluster Funk,Rock,VIP Lounge,3870,3870,8,82,39,23
2/29/2024 4:00:57 AM,Hello World,Indie,DJ Tent,2368,2368,8,116,45,21
12/6/2023 12:25:31 AM,Infinite Loop,Hip Hop,DJ Tent,1075,1075,9,105,23,44
2/5/2024 10:25:34 PM,The Query Strings,Indie,Indie Arena,7705,2036,3,118,34,27
9/25/2023 2:02:54 AM,Random Forest,Rock,DJ Tent,7313,7313,8,83,24,41
9/12/2023 10:29:37 AM,Byte Beat,Indie,Main Stage,9835,6377,1,86,51,58
12/21/2023 12:23:00 AM,The Query Strings,Rock,Main Stage,2935,1096,8,49,41,49
10/25/2023 1:50:14 AM,Recursive Rhythms,Rock,VIP Lounge,2838,2226,7,78,27,27
7/18/2023 9:27:42 PM,Byte Beat,Indie,Main Stage,9649,2388,8,36,55,29
6/17/2023 6:14:29 AM,Syntax Error,Rock,Indie Arena,4234,550,1,58,16,23
3/30/2024 10:00:06 PM,Random Forest,Electronic,DJ Tent,9608,2283,6,77,35,59
12/2/2023 2:48:34 AM,Bit Rate,Rock,DJ Tent,6933,4658,7,42,47,37
5/13/2023 1:07:13 AM,The Data Wranglers,Jazz,DJ Tent,8453,7284,5,32,38,50
2/24/2024 2:31:22 PM,Random Forest,Rock,Main Stage,2009,2009,5,31,58,54
5/7/2024 8:42:41 AM,Syntax Error,Jazz,DJ Tent,9419,6660,7,45,56,17
11/23/2023 6:53:54 PM,Segmentation Fault,Rock,VIP Lounge,9950,650,3,35,48,48
4/13/2024 8:12:39 PM,Recursive Rhythms,Rock,VIP Lounge,2063,2063,6,74,23,33
9/7/2023 8:06:29 PM,Parallel Processors,Indie,VIP Lounge,5253,5253,7,100,16,42
6/14/2023 6:16:20 AM,Hello World,Electronic,Main Stage,1066,1066,1,34,44,37
12/2/2023 8:20:03 AM,Syntax Error,Electronic,DJ Tent,989,989,2,85,36,54
3/6/2024 7:09:47 PM,Hello World,Hip Hop,Main Stage,3161,3161,4,100,25,59
12/30/2023 11:33:45 AM,Cache Miss,Indie,DJ Tent,6561,1804,8,61,57,21
8/6/2023 4:19:53 AM,The Query Strings,Indie,Indie Arena,6266,2514,6,78,31,55
5/1/2023 6:12:14 AM,Parallel Processors,Electronic,Indie Arena,7067,4532,1,42,50,26
8/2/2023 12:18:22 AM,Cache Miss,Indie,Main Stage,9958,9736,5,59,27,28
10/4/2023 9:56:27 AM,Segmentation Fault,Electronic,VIP Lounge,8201,8201,7,54,21,29
8/26/2023 3:55:29 AM,Random Forest,Indie,Main Stage,7479,7450,6,114,30,17
10/6/2023 11:36:55 AM,Hello World,Rock,VIP Lounge,9733,6856,9,89,47,29
4/4/2024 3:42:00 PM,The Algorithmics,Electronic,DJ Tent,7380,7380,8,88,59,38
8/2/2023 7:35:40 PM,Epsilon Greedy,Electronic,VIP Lounge,1167,1167,4,114,15,22
9/22/2023 1:56:59 PM,Random Forest,Jazz,VIP Lounge,4323,4323,5,57,25,19
2/22/2024 12:12:47 PM,Recursive Rhythms,Indie,DJ Tent,9118,5291,7,87,20,18
6/19/2023 12:22:57 AM,Parallel Processors,Indie,Indie Arena,4707,4707,8,49,34,28
1/31/2024 8:04:09 AM,Random Forest,Electronic,DJ Tent,4085,4085,5,63,49,30
12/26/2023 3:14:07 PM,Segmentation Fault,Rock,Main Stage,3279,3279,9,34,58,34
6/10/2023 12:10:31 PM,The Data Wranglers,Rock,Main Stage,4638,2638,4,111,51,38
5/6/2023 12:30:27 AM,Byte Beat,Rock,Main Stage,2462,1832,4,89,55,20
5/28/2023 3:23:04 AM,Infinite Loop,Indie,Main Stage,2324,2324,8,72,40,45
4/11/2024 6:21:37 PM,Infinite Loop,Jazz,Main Stage,6471,6471,1,86,26,20
10/27/2023 3:57:46 PM,Segmentation Fault,Electronic,Indie Arena,1826,1826,8,86,44,49
1/6/2024 4:04:24 PM,Recursive Rhythms,Hip Hop,Indie Arena,5891,3268,5,104,42,29
11/30/2023 4:41:08 AM,Byte Beat,Jazz,VIP Lounge,8173,3807,1,83,41,43
10/21/2023 8:23:24 PM,Recursive Rhythms,Hip Hop,Main Stage,8558,4066,4,110,56,17
10/31/2023 9:50:30 AM,Hello World,Jazz,DJ Tent,7113,2887,2,74,33,25
9/10/2023 3:23:40 PM,Segmentation Fault,Rock,Main Stage,937,937,4,115,19,17
2/22/2024 10:54:04 PM,Byte Beat,Indie,Indie Arena,4684,4684,8,66,19,42
1/24/2024 6:37:37 AM,Syntax Error,Hip Hop,Main Stage,786,786,5,113,55,24
9/29/2023 5:31:28 AM,Cache Miss,Jazz,Indie Arena,456,456,1,77,41,47
6/4/2023 5:02:59 PM,Segmentation Fault,Indie,VIP Lounge,9163,4478,7,83,42,30
10/20/2023 12:14:14 PM,Syntax Error,Hip Hop,VIP Lounge,4747,4747,1,77,40,24
7/13/2023 7:40:14 AM,Hello World,Electronic,VIP Lounge,4518,4200,9,35,41,47
7/25/2023 2:00:20 PM,Segmentation Fault,Jazz,Indie Arena,6742,6742,3,63,56,50
2/9/2024 6:24:44 AM,Hello World,Electronic,Main Stage,3491,1496,3,92,35,17
1/14/2024 9:16:54 AM,Recursive Rhythms,Rock,Main Stage,4457,4457,6,107,15,19
5/31/2023 11:14:44 AM,Segmentation Fault,Electronic,DJ Tent,4979,4979,6,77,42,26
6/4/2023 9:27:54 AM,Byte Beat,Electronic,Indie Arena,5419,5419,6,52,29,58
12/3/2023 6:32:59 PM,Recursive Rhythms,Jazz,DJ Tent,2839,2839,1,113,31,27
4/9/2024 10:47:07 AM,The Data Wranglers,Rock,VIP Lounge,9610,5130,5,42,40,38
12/8/2023 9:03:59 AM,Neural Nets,Electronic,Main Stage,9827,914,6,76,34,58
9/13/2023 1:02:02 PM,Syntax Error,Indie,Indie Arena,4884,4884,8,73,39,46
3/3/2024 4:59:00 AM,Byte Beat,Hip Hop,DJ Tent,977,977,1,61,27,30
5/6/2024 11:14:20 PM,The Query Strings,Electronic,DJ Tent,2970,2970,5,55,47,46
11/5/2023 4:44:15 AM,Cluster Funk,Rock,DJ Tent,392,392,3,82,39,59
4/7/2024 4:13:57 AM,Syntax Error,Electronic,Main Stage,9943,1552,2,43,22,51
1/20/2024 11:42:52 PM,The Data Wranglers,Hip Hop,Main Stage,8828,4734,8,81,19,50
8/25/2023 3:54:24 AM,Cache Miss,Rock,Main Stage,2786,1460,7,65,20,35
5/16/2023 9:08:32 PM,Random Forest,Jazz,Indie Arena,333,333,7,37,37,26
4/15/2024 7:12:52 PM,Infinite Loop,Rock,Main Stage,2474,2474,5,69,44,35
5/11/2023 10:47:29 PM,Byte Beat,Jazz,Indie Arena,2372,2372,9,115,28,35
9/30/2023 4:43:58 AM,The Algorithmics,Rock,DJ Tent,1066,1066,5,51,37,57
9/22/2023 2:30:40 PM,Segmentation Fault,Hip Hop,DJ Tent,989,989,2,45,25,20
11/24/2023 5:09:45 PM,Bit Rate,Hip Hop,VIP Lounge,3963,648,3,89,45,23
9/24/2023 9:28:55 PM,Byte Beat,Rock,Main Stage,6254,6254,4,89,20,15
2/10/2024 10:09:09 AM,Parallel Processors,Electronic,DJ Tent,3500,3091,5,39,25,26
5/9/2024 9:37:36 AM,The Algorithmics,Hip Hop,Main Stage,8326,8210,3,54,27,28
8/16/2023 4:30:27 AM,Syntax Error,Jazz,Indie Arena,4642,4642,7,60,26,20
3/12/2024 4:29:44 AM,Epsilon Greedy,Jazz,DJ Tent,3623,3623,5,50,16,15
1/22/2024 6:21:17 PM,Syntax Error,Indie,Main Stage,1863,116,5,110,49,36
6/30/2023 4:14:48 AM,The Data Wranglers,Jazz,DJ Tent,3391,3391,6,62,50,48
7/10/2023 5:36:33 PM,Parallel Processors,Indie,DJ Tent,2588,2588,7,60,31,25
8/5/2023 1:01:53 PM,Neural Nets,Rock,Main Stage,1658,1658,8,119,42,17
9/25/2023 12:59:46 AM,Cache Miss,Rock,DJ Tent,4790,4790,9,50,42,56
3/27/2024 5:18:26 PM,Epsilon Greedy,Rock,DJ Tent,6221,6221,4,65,36,20
12/31/2023 2:50:02 AM,Hello World,Electronic,DJ Tent,2376,2376,5,94,52,20
9/13/2023 9:11:03 AM,Bit Rate,Electronic,DJ Tent,4539,4539,5,33,21,34
3/24/2024 12:37:11 AM,Bit Rate,Indie,Indie Arena,1203,1203,8,97,29,35
2/8/2024 8:02:31 PM,Epsilon Greedy,Jazz,DJ Tent,7620,6502,9,119,46,16
11/17/2023 5:46:49 PM,Byte Beat,Jazz,VIP Lounge,9711,824,7,33,25,40
7/21/2023 3:38:31 AM,Cache Miss,Rock,DJ Tent,5509,5509,5,38,38,45
11/12/2023 3:49:47 PM,Bit Rate,Hip Hop,Main Stage,9770,7854,3,59,17,40
4/29/2023 4:01:52 PM,Byte Beat,Electronic,VIP Lounge,7969,7969,1,74,44,46
4/21/2024 9:13:18 PM,Recursive Rhythms,Electronic,Indie Arena,3056,3056,9,33,20,24
1/28/2024 11:02:38 PM,Hello World,Rock,VIP Lounge,7810,979,5,98,16,37
3/6/2024 4:42:30 PM,Syntax Error,Electronic,VIP Lounge,6117,3062,9,52,28,20
6/26/2023 11:50:10 PM,Random Forest,Rock,VIP Lounge,9674,5074,4,45,55,37
4/26/2024 9:00:12 AM,Cache Miss,Indie,Main Stage,3484,3484,5,51,32,42
12/4/2023 7:38:46 AM,Random Forest,Jazz,Main Stage,9861,8023,4,101,58,44
7/16/2023 9:17:32 AM,The Data Wranglers,Hip Hop,Main Stage,128,128,2,77,45,28
7/23/2023 6:09:40 AM,Parallel Processors,Jazz,Indie Arena,8997,4779,1,91,27,51
5/22/2023 2:18:22 PM,The Data Wranglers,Jazz,Main Stage,9312,8011,8,89,40,46
3/13/2024 1:33:12 AM,Random Forest,Indie,Main Stage,9738,2869,4,109,58,48
5/22/2023 3:39:07 PM,Bit Rate,Electronic,VIP Lounge,7856,6705,5,34,26,55
3/11/2024 10:08:38 AM,The Algorithmics,Hip Hop,Main Stage,7048,1234,6,109,32,58
8/13/2023 11:37:18 PM,Recursive Rhythms,Electronic,DJ Tent,5855,5855,8,36,23,36
4/20/2024 1:38:05 AM,Parallel Processors,Jazz,Main Stage,3702,3702,8,80,35,45
4/25/2023 5:34:16 PM,The Data Wranglers,Rock,Indie Arena,5162,577,7,94,54,21
1/27/2024 10:49:18 PM,Cache Miss,Jazz,Indie Arena,8171,966,4,38,57,55
12/31/2023 11:10:11 AM,Segmentation Fault,Electronic,DJ Tent,7344,7344,6,111,38,35
5/7/2024 7:18:14 AM,Recursive Rhythms,Jazz,Indie Arena,6472,3624,4,74,48,30
4/17/2024 6:59:38 AM,The Query Strings,Rock,Indie Arena,7205,3369,7,76,22,34
3/4/2024 6:18:55 AM,Parallel Processors,Indie,VIP Lounge,3681,1456,1,96,58,57
7/30/2023 12:04:16 AM,The Data Wranglers,Electronic,DJ Tent,2862,1291,5,53,47,58
10/26/2023 3:20:04 PM,The Data Wranglers,Jazz,VIP Lounge,672,672,4,39,37,33
6/12/2023 10:10:35 PM,Byte Beat,Electronic,VIP Lounge,7805,7299,7,102,27,46
4/19/2024 12:18:49 PM,Random Forest,Indie,Main Stage,714,714,9,106,28,29
7/7/2023 6:03:27 AM,Cluster Funk,Jazz,DJ Tent,4150,848,5,77,28,19
5/1/2023 5:15:59 AM,Neural Nets,Jazz,Main Stage,425,425,4,64,30,25
12/8/2023 8:31:14 AM,Recursive Rhythms,Electronic,Main Stage,3840,3840,9,83,52,29
3/12/2024 11:29:33 AM,Parallel Processors,Electronic,VIP Lounge,458,458,5,116,53,43
5/2/2023 6:15:30 PM,Infinite Loop,Rock,Indie Arena,3877,2938,9,110,40,59
12/22/2023 2:50:53 AM,Recursive Rhythms,Indie,DJ Tent,6006,2740,8,100,40,18
11/19/2023 8:38:20 PM,Infinite Loop,Rock,Indie Arena,1821,1821,4,45,15,50
9/13/2023 1:30:42 PM,Epsilon Greedy,Jazz,VIP Lounge,1449,1449,7,82,46,37
12/26/2023 9:58:28 AM,The Data Wranglers,Electronic,VIP Lounge,3796,3796,5,69,29,29
9/12/2023 8:09:58 AM,Epsilon Greedy,Jazz,VIP Lounge,3996,3996,4,49,35,58
10/10/2023 4:05:45 PM,Cache Miss,Jazz,VIP Lounge,4360,740,5,117,32,17
1/31/2024 5:02:17 AM,Cluster Funk,Hip Hop,VIP Lounge,9888,8769,5,98,44,46
9/19/2023 5:22:21 PM,Bit Rate,Hip Hop,VIP Lounge,9919,1545,9,74,27,24
2/3/2024 5:02:28 PM,Neural Nets,Jazz,Indie Arena,7041,942,9,35,38,54
11/18/2023 10:54:20 PM,The Algorithmics,Electronic,Main Stage,3908,3908,6,98,44,52
9/20/2023 10:12:16 PM,Bit Rate,Jazz,Indie Arena,5346,5346,4,78,16,36
1/18/2024 3:53:35 PM,Random Forest,Hip Hop,DJ Tent,8484,5923,2,68,33,28
8/30/2023 11:11:00 AM,Syntax Error,Electronic,Indie Arena,3945,3945,3,31,58,31
2/2/2024 10:46:48 AM,Recursive Rhythms,Jazz,VIP Lounge,2677,947,2,68,39,35
3/11/2024 10:21:57 PM,The Query Strings,Indie,Indie Arena,191,191,5,50,28,29
3/6/2024 8:53:27 AM,Parallel Processors,Indie,Main Stage,4334,3745,6,69,20,29
7/6/2023 2:03:44 PM,Neural Nets,Jazz,DJ Tent,8772,2736,5,111,26,15
7/24/2023 7:25:49 PM,Bit Rate,Electronic,Indie Arena,6692,6692,2,83,34,38
7/27/2023 10:40:54 AM,Parallel Processors,Jazz,Main Stage,8228,5828,5,41,37,26
3/1/2024 6:35:49 PM,Neural Nets,Jazz,Indie Arena,1175,1175,9,110,44,24
6/3/2023 8:23:30 PM,Bit Rate,Hip Hop,DJ Tent,2613,2613,4,66,44,56
1/14/2024 6:52:51 PM,Recursive Rhythms,Indie,Indie Arena,8268,4562,2,67,52,56
7/18/2023 12:24:03 AM,The Algorithmics,Hip Hop,VIP Lounge,6961,465,3,44,44,45
