Date,Event Name,Ticket Type,Attendee Age,Attendee Gender,Transportation Mode,Accommodation Type,Ticket Price,Tickets Sold
2024-02-06 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,36-45,Male,Public Transport,Airbnb,52,89
2024-02-07 05:12:09.995013,Retro Rewind Concert,VIP,36-45,Prefer not to say,Public Transport,Airbnb,62,194
2024-02-08 05:12:09.995013,ElectroBeat Expo,Backstage Pass,46-55,Prefer not to say,Bike,Hostel,267,177
2024-02-09 05:12:09.995013,RockNRebel Music Fest,VIP,Over 55,Male,Rideshare,Camping,261,185
2024-02-10 05:12:09.995013,Retro Rewind Concert,VIP,26-35,Prefer not to say,Rideshare,Airbnb,113,81
2024-02-11 05:12:09.995013,Jazz & Jive Weekend,Group Discount,46-55,Female,Car,Hostel,160,405
2024-02-12 05:12:09.995013,ElectroBeat Expo,VIP,46-55,Prefer not to say,Bike,Hostel,214,348
2024-02-13 05:12:09.995013,Cosmic Sound Festival,VIP,Under 18,Male,Rideshare,Airbnb,164,158
2024-02-14 05:12:09.995013,Retro Rewind Concert,VIP,Under 18,Prefer not to say,Walk,Airbnb,286,286
2024-02-15 05:12:09.995013,RockNRebel Music Fest,VIP,18-25,Non-binary,Car,Stay with Friends/Family,63,110
2024-02-16 05:12:09.995013,Retro Rewind Concert,General Admission,Under 18,Female,Rideshare,Airbnb,168,12
2024-02-17 05:12:09.995013,ElectroBeat Expo,General Admission,36-45,Non-binary,Walk,Hotel,108,259
2024-02-18 05:12:09.995013,Cosmic Sound Festival,VIP,46-55,Prefer not to say,Car,Stay with Friends/Family,245,303
2024-02-19 05:12:09.995013,RockNRebel Music Fest,General Admission,18-25,Prefer not to say,Public Transport,Airbnb,191,488
2024-02-20 05:12:09.995013,Cosmic Sound Festival,VIP,46-55,Male,Car,Hotel,290,213
2024-02-21 05:12:09.995013,RockNRebel Music Fest,VIP,46-55,Female,Bike,Hostel,171,302
2024-02-22 05:12:09.995013,Retro Rewind Concert,Group Discount,36-45,Female,Car,Hostel,148,387
2024-02-23 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,46-55,Prefer not to say,Car,Camping,53,448
2024-02-24 05:12:09.995013,Cosmic Sound Festival,VIP,18-25,Female,Car,Camping,106,416
2024-02-25 05:12:09.995013,Jazz & Jive Weekend,VIP,36-45,Female,Car,Airbnb,239,246
2024-02-26 05:12:09.995013,ElectroBeat Expo,General Admission,18-25,Non-binary,Public Transport,Hostel,252,459
2024-02-27 05:12:09.995013,Retro Rewind Concert,General Admission,Under 18,Prefer not to say,Public Transport,Airbnb,133,38
2024-02-28 05:12:09.995013,Jazz & Jive Weekend,Group Discount,26-35,Male,Car,Hostel,257,334
2024-02-29 05:12:09.995013,Jazz & Jive Weekend,VIP,46-55,Female,Rideshare,Hotel,80,465
2024-03-01 05:12:09.995013,Jazz & Jive Weekend,Group Discount,36-45,Female,Rideshare,Airbnb,154,257
2024-03-02 05:12:09.995013,Retro Rewind Concert,General Admission,36-45,Non-binary,Walk,Airbnb,271,86
2024-03-03 05:12:09.995013,Cosmic Sound Festival,VIP,26-35,Female,Rideshare,Hostel,78,133
2024-03-04 05:12:09.995013,ElectroBeat Expo,Backstage Pass,Over 55,Male,Rideshare,Hotel,251,219
2024-03-05 05:12:09.995013,ElectroBeat Expo,Group Discount,26-35,Prefer not to say,Bike,Stay with Friends/Family,189,161
2024-03-06 05:12:09.995013,RockNRebel Music Fest,General Admission,46-55,Female,Bike,Airbnb,271,163
2024-03-07 05:12:09.995013,Jazz & Jive Weekend,General Admission,Under 18,Prefer not to say,Walk,Camping,253,204
2024-03-08 05:12:09.995013,Jazz & Jive Weekend,General Admission,Over 55,Non-binary,Bike,Airbnb,252,398
2024-03-09 05:12:09.995013,Jazz & Jive Weekend,VIP,36-45,Non-binary,Public Transport,Hostel,249,36
2024-03-10 05:12:09.995013,RockNRebel Music Fest,Group Discount,Over 55,Prefer not to say,Public Transport,Hostel,248,226
2024-03-11 05:12:09.995013,ElectroBeat Expo,Backstage Pass,46-55,Male,Rideshare,Hotel,85,207
2024-03-12 05:12:09.995013,ElectroBeat Expo,Backstage Pass,Over 55,Female,Car,Hostel,81,398
2024-03-13 05:12:09.995013,RockNRebel Music Fest,General Admission,36-45,Non-binary,Car,Hotel,281,44
2024-03-14 05:12:09.995013,Retro Rewind Concert,VIP,Under 18,Non-binary,Car,Airbnb,297,289
2024-03-15 05:12:09.995013,RockNRebel Music Fest,Group Discount,26-35,Male,Walk,Hotel,179,262
2024-03-16 05:12:09.995013,ElectroBeat Expo,General Admission,26-35,Male,Walk,Hostel,88,367
2024-03-17 05:12:09.995013,Retro Rewind Concert,General Admission,Over 55,Prefer not to say,Car,Airbnb,149,176
2024-03-18 05:12:09.995013,Cosmic Sound Festival,VIP,46-55,Prefer not to say,Public Transport,Airbnb,176,467
2024-03-19 05:12:09.995013,Cosmic Sound Festival,Group Discount,46-55,Non-binary,Rideshare,Stay with Friends/Family,252,18
2024-03-20 05:12:09.995013,ElectroBeat Expo,VIP,Under 18,Prefer not to say,Bike,Airbnb,78,410
2024-03-21 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,26-35,Female,Rideshare,Airbnb,84,280
2024-03-22 05:12:09.995013,Retro Rewind Concert,General Admission,46-55,Non-binary,Walk,Hostel,125,297
2024-03-23 05:12:09.995013,RockNRebel Music Fest,Group Discount,Under 18,Male,Rideshare,Airbnb,90,406
2024-03-24 05:12:09.995013,RockNRebel Music Fest,General Admission,46-55,Prefer not to say,Public Transport,Hostel,156,189
2024-03-25 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,Under 18,Male,Car,Hotel,155,362
2024-03-26 05:12:09.995013,Retro Rewind Concert,Group Discount,26-35,Male,Rideshare,Stay with Friends/Family,119,333
2024-03-27 05:12:09.995013,ElectroBeat Expo,General Admission,Over 55,Prefer not to say,Car,Hotel,122,50
2024-03-28 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,Over 55,Non-binary,Walk,Stay with Friends/Family,239,193
2024-03-29 05:12:09.995013,Retro Rewind Concert,Backstage Pass,Under 18,Female,Public Transport,Hotel,246,254
2024-03-30 05:12:09.995013,Retro Rewind Concert,VIP,Over 55,Female,Public Transport,Hotel,116,311
2024-03-31 05:12:09.995013,ElectroBeat Expo,General Admission,Over 55,Female,Car,Camping,250,321
2024-04-01 05:12:09.995013,Retro Rewind Concert,VIP,36-45,Non-binary,Car,Airbnb,291,118
2024-04-02 05:12:09.995013,Cosmic Sound Festival,Backstage Pass,18-25,Female,Public Transport,Camping,67,336
2024-04-03 05:12:09.995013,RockNRebel Music Fest,General Admission,36-45,Male,Public Transport,Hostel,200,495
2024-04-04 05:12:09.995013,RockNRebel Music Fest,Group Discount,46-55,Male,Walk,Camping,297,258
2024-04-05 05:12:09.995013,Retro Rewind Concert,General Admission,46-55,Male,Public Transport,Camping,248,52
2024-04-06 05:12:09.995013,Retro Rewind Concert,Group Discount,18-25,Female,Public Transport,Airbnb,162,51
2024-04-07 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,Over 55,Female,Walk,Airbnb,141,273
2024-04-08 05:12:09.995013,Retro Rewind Concert,Backstage Pass,Over 55,Female,Rideshare,Camping,279,353
2024-04-09 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,18-25,Prefer not to say,Car,Airbnb,155,280
2024-04-10 05:12:09.995013,Cosmic Sound Festival,VIP,26-35,Male,Rideshare,Camping,200,327
2024-04-11 05:12:09.995013,Retro Rewind Concert,VIP,36-45,Prefer not to say,Walk,Hostel,109,56
2024-04-12 05:12:09.995013,Cosmic Sound Festival,VIP,26-35,Non-binary,Rideshare,Hotel,182,97
2024-04-13 05:12:09.995013,ElectroBeat Expo,Backstage Pass,18-25,Prefer not to say,Public Transport,Hotel,299,288
2024-04-14 05:12:09.995013,RockNRebel Music Fest,VIP,18-25,Non-binary,Bike,Airbnb,161,315
2024-04-15 05:12:09.995013,Cosmic Sound Festival,Group Discount,18-25,Female,Rideshare,Stay with Friends/Family,261,59
2024-04-16 05:12:09.995013,Jazz & Jive Weekend,Group Discount,Over 55,Prefer not to say,Rideshare,Hotel,134,428
2024-04-17 05:12:09.995013,Retro Rewind Concert,VIP,46-55,Female,Walk,Hotel,119,413
2024-04-18 05:12:09.995013,ElectroBeat Expo,General Admission,26-35,Female,Car,Stay with Friends/Family,178,128
2024-04-19 05:12:09.995013,Jazz & Jive Weekend,Group Discount,18-25,Prefer not to say,Public Transport,Camping,293,322
2024-04-20 05:12:09.995013,Jazz & Jive Weekend,Group Discount,36-45,Male,Rideshare,Airbnb,84,333
2024-04-21 05:12:09.995013,RockNRebel Music Fest,Group Discount,46-55,Non-binary,Car,Airbnb,187,291
2024-04-22 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,18-25,Non-binary,Walk,Airbnb,234,7
2024-04-23 05:12:09.995013,Retro Rewind Concert,VIP,18-25,Prefer not to say,Public Transport,Airbnb,131,69
2024-04-24 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,Over 55,Male,Car,Stay with Friends/Family,61,381
2024-04-25 05:12:09.995013,Retro Rewind Concert,General Admission,46-55,Female,Bike,Hotel,113,486
2024-04-26 05:12:09.995013,RockNRebel Music Fest,General Admission,26-35,Prefer not to say,Rideshare,Stay with Friends/Family,143,292
2024-04-27 05:12:09.995013,ElectroBeat Expo,General Admission,Over 55,Prefer not to say,Rideshare,Hotel,160,221
2024-04-28 05:12:09.995013,ElectroBeat Expo,Group Discount,Under 18,Male,Rideshare,Airbnb,288,98
2024-04-29 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,26-35,Female,Rideshare,Hostel,212,382
2024-04-30 05:12:09.995013,Cosmic Sound Festival,Backstage Pass,46-55,Prefer not to say,Public Transport,Camping,197,430
2024-05-01 05:12:09.995013,Cosmic Sound Festival,Backstage Pass,Over 55,Male,Walk,Camping,197,406
2024-05-02 05:12:09.995013,Jazz & Jive Weekend,VIP,Under 18,Prefer not to say,Rideshare,Stay with Friends/Family,243,216
2024-05-03 05:12:09.995013,RockNRebel Music Fest,VIP,Under 18,Non-binary,Public Transport,Airbnb,151,281
2024-05-04 05:12:09.995013,Cosmic Sound Festival,Group Discount,Under 18,Non-binary,Rideshare,Stay with Friends/Family,199,158
2024-05-05 05:12:09.995013,Jazz & Jive Weekend,VIP,Under 18,Non-binary,Walk,Stay with Friends/Family,147,377
2024-05-06 05:12:09.995013,Cosmic Sound Festival,Group Discount,18-25,Female,Car,Hotel,218,432
2024-05-07 05:12:09.995013,Cosmic Sound Festival,Backstage Pass,36-45,Female,Bike,Camping,237,342
2024-05-08 05:12:09.995013,Retro Rewind Concert,General Admission,36-45,Male,Bike,Hostel,61,12
2024-05-09 05:12:09.995013,Cosmic Sound Festival,Group Discount,18-25,Prefer not to say,Car,Hostel,258,289
2024-05-10 05:12:09.995013,ElectroBeat Expo,Backstage Pass,Under 18,Female,Bike,Stay with Friends/Family,270,406
2024-05-11 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,36-45,Non-binary,Rideshare,Hotel,275,223
2024-05-12 05:12:09.995013,Jazz & Jive Weekend,Group Discount,Over 55,Female,Bike,Stay with Friends/Family,221,444
2024-05-13 05:12:09.995013,Retro Rewind Concert,Backstage Pass,Over 55,Male,Public Transport,Hostel,142,449
2024-05-14 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,36-45,Male,Public Transport,Airbnb,236,338
2024-05-15 05:12:09.995013,Retro Rewind Concert,Backstage Pass,36-45,Non-binary,Bike,Stay with Friends/Family,92,374
2024-05-16 05:12:09.995013,RockNRebel Music Fest,Group Discount,Under 18,Non-binary,Car,Hostel,82,427
2024-05-17 05:12:09.995013,Jazz & Jive Weekend,VIP,26-35,Female,Bike,Hotel,250,255
2024-05-18 05:12:09.995013,Retro Rewind Concert,General Admission,26-35,Non-binary,Rideshare,Stay with Friends/Family,211,215
2024-05-19 05:12:09.995013,Cosmic Sound Festival,General Admission,36-45,Prefer not to say,Walk,Stay with Friends/Family,217,125
2024-05-20 05:12:09.995013,Cosmic Sound Festival,Group Discount,26-35,Female,Bike,Stay with Friends/Family,216,151
2024-05-21 05:12:09.995013,Retro Rewind Concert,General Admission,18-25,Non-binary,Car,Airbnb,147,448
2024-05-22 05:12:09.995013,RockNRebel Music Fest,Group Discount,18-25,Non-binary,Car,Hotel,148,498
2024-05-23 05:12:09.995013,RockNRebel Music Fest,Group Discount,46-55,Prefer not to say,Public Transport,Hostel,282,419
2024-05-24 05:12:09.995013,ElectroBeat Expo,VIP,Under 18,Female,Rideshare,Airbnb,103,309
2024-05-25 05:12:09.995013,RockNRebel Music Fest,General Admission,Under 18,Female,Rideshare,Camping,283,442
2024-05-26 05:12:09.995013,RockNRebel Music Fest,VIP,18-25,Non-binary,Rideshare,Airbnb,146,416
2024-05-27 05:12:09.995013,Cosmic Sound Festival,Group Discount,Over 55,Female,Bike,Hotel,291,256
2024-05-28 05:12:09.995013,ElectroBeat Expo,Group Discount,26-35,Non-binary,Rideshare,Airbnb,112,201
2024-05-29 05:12:09.995013,Retro Rewind Concert,Group Discount,36-45,Non-binary,Public Transport,Hostel,63,56
2024-05-30 05:12:09.995013,Cosmic Sound Festival,General Admission,Over 55,Non-binary,Public Transport,Airbnb,239,131
2024-05-31 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,36-45,Male,Walk,Camping,137,293
2024-06-01 05:12:09.995013,ElectroBeat Expo,General Admission,26-35,Non-binary,Rideshare,Hostel,250,351
2024-06-02 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,46-55,Male,Public Transport,Camping,90,118
2024-06-03 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,36-45,Male,Bike,Camping,292,397
2024-06-04 05:12:09.995013,Cosmic Sound Festival,General Admission,18-25,Non-binary,Bike,Hostel,128,311
2024-06-05 05:12:09.995013,ElectroBeat Expo,Group Discount,26-35,Male,Rideshare,Camping,293,270
2024-06-06 05:12:09.995013,Jazz & Jive Weekend,General Admission,Over 55,Prefer not to say,Rideshare,Airbnb,279,339
2024-06-07 05:12:09.995013,Cosmic Sound Festival,VIP,26-35,Non-binary,Rideshare,Hostel,254,314
2024-06-08 05:12:09.995013,Jazz & Jive Weekend,Group Discount,46-55,Non-binary,Rideshare,Airbnb,201,464
2024-06-09 05:12:09.995013,ElectroBeat Expo,VIP,Over 55,Non-binary,Car,Stay with Friends/Family,112,496
2024-06-10 05:12:09.995013,ElectroBeat Expo,Group Discount,46-55,Non-binary,Car,Airbnb,124,11
2024-06-11 05:12:09.995013,Retro Rewind Concert,Backstage Pass,26-35,Prefer not to say,Public Transport,Camping,181,482
2024-06-12 05:12:09.995013,RockNRebel Music Fest,VIP,46-55,Non-binary,Public Transport,Airbnb,202,290
2024-06-13 05:12:09.995013,Jazz & Jive Weekend,VIP,26-35,Non-binary,Bike,Stay with Friends/Family,138,305
2024-06-14 05:12:09.995013,Jazz & Jive Weekend,VIP,26-35,Male,Public Transport,Stay with Friends/Family,90,86
2024-06-15 05:12:09.995013,Cosmic Sound Festival,VIP,Over 55,Female,Rideshare,Airbnb,272,15
2024-06-16 05:12:09.995013,Cosmic Sound Festival,General Admission,18-25,Prefer not to say,Bike,Camping,162,362
2024-06-17 05:12:09.995013,Cosmic Sound Festival,Group Discount,46-55,Female,Car,Airbnb,124,372
2024-06-18 05:12:09.995013,Retro Rewind Concert,General Admission,Under 18,Female,Car,Hostel,266,127
2024-06-19 05:12:09.995013,RockNRebel Music Fest,Group Discount,Over 55,Prefer not to say,Public Transport,Camping,208,64
2024-06-20 05:12:09.995013,Cosmic Sound Festival,VIP,Under 18,Prefer not to say,Rideshare,Hotel,285,232
2024-06-21 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,Over 55,Female,Car,Hostel,219,238
2024-06-22 05:12:09.995013,Cosmic Sound Festival,Group Discount,26-35,Male,Walk,Hotel,217,64
2024-06-23 05:12:09.995013,RockNRebel Music Fest,General Admission,36-45,Non-binary,Walk,Hostel,103,478
2024-06-24 05:12:09.995013,Cosmic Sound Festival,Backstage Pass,26-35,Non-binary,Car,Hostel,212,7
2024-06-25 05:12:09.995013,Retro Rewind Concert,VIP,26-35,Prefer not to say,Walk,Airbnb,167,201
2024-06-26 05:12:09.995013,Retro Rewind Concert,Group Discount,18-25,Prefer not to say,Car,Airbnb,98,498
2024-06-27 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,Over 55,Non-binary,Walk,Hostel,276,16
2024-06-28 05:12:09.995013,Jazz & Jive Weekend,General Admission,18-25,Female,Car,Hotel,60,323
2024-06-29 05:12:09.995013,ElectroBeat Expo,Group Discount,36-45,Female,Car,Stay with Friends/Family,157,204
2024-06-30 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,26-35,Prefer not to say,Car,Hostel,238,436
2024-07-01 05:12:09.995013,Retro Rewind Concert,Backstage Pass,36-45,Prefer not to say,Public Transport,Hotel,114,405
2024-07-02 05:12:09.995013,ElectroBeat Expo,Group Discount,Under 18,Female,Rideshare,Hostel,277,144
2024-07-03 05:12:09.995013,RockNRebel Music Fest,General Admission,36-45,Non-binary,Bike,Airbnb,278,200
2024-07-04 05:12:09.995013,ElectroBeat Expo,VIP,26-35,Female,Car,Camping,181,406
2024-07-05 05:12:09.995013,ElectroBeat Expo,VIP,Under 18,Male,Rideshare,Hotel,202,379
2024-07-06 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,Over 55,Prefer not to say,Walk,Stay with Friends/Family,296,444
2024-07-07 05:12:09.995013,Retro Rewind Concert,Backstage Pass,18-25,Prefer not to say,Bike,Hostel,256,234
2024-07-08 05:12:09.995013,Cosmic Sound Festival,VIP,46-55,Prefer not to say,Bike,Camping,77,207
2024-07-09 05:12:09.995013,RockNRebel Music Fest,Group Discount,46-55,Non-binary,Bike,Hostel,121,362
2024-07-10 05:12:09.995013,ElectroBeat Expo,General Admission,Under 18,Male,Bike,Hotel,252,432
2024-07-11 05:12:09.995013,Cosmic Sound Festival,General Admission,Under 18,Non-binary,Bike,Hostel,120,246
2024-07-12 05:12:09.995013,ElectroBeat Expo,VIP,18-25,Non-binary,Bike,Airbnb,92,129
2024-07-13 05:12:09.995013,ElectroBeat Expo,General Admission,Over 55,Male,Walk,Hostel,294,232
2024-07-14 05:12:09.995013,Jazz & Jive Weekend,VIP,Under 18,Female,Bike,Camping,130,387
2024-07-15 05:12:09.995013,RockNRebel Music Fest,Group Discount,Under 18,Female,Rideshare,Airbnb,80,453
2024-07-16 05:12:09.995013,ElectroBeat Expo,Group Discount,18-25,Male,Car,Camping,189,80
2024-07-17 05:12:09.995013,Jazz & Jive Weekend,General Admission,Over 55,Female,Bike,Camping,150,23
2024-07-18 05:12:09.995013,ElectroBeat Expo,Group Discount,46-55,Prefer not to say,Bike,Hostel,214,302
2024-07-19 05:12:09.995013,Cosmic Sound Festival,VIP,26-35,Female,Bike,Hostel,190,456
2024-07-20 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,46-55,Female,Car,Camping,132,442
2024-07-21 05:12:09.995013,Retro Rewind Concert,Group Discount,Under 18,Prefer not to say,Rideshare,Camping,63,44
2024-07-22 05:12:09.995013,Retro Rewind Concert,Group Discount,18-25,Male,Bike,Camping,115,120
2024-07-23 05:12:09.995013,ElectroBeat Expo,Group Discount,Over 55,Non-binary,Rideshare,Hostel,283,188
2024-07-24 05:12:09.995013,Retro Rewind Concert,Backstage Pass,46-55,Prefer not to say,Rideshare,Hostel,145,197
2024-07-25 05:12:09.995013,Cosmic Sound Festival,Backstage Pass,18-25,Male,Walk,Airbnb,74,304
2024-07-26 05:12:09.995013,Cosmic Sound Festival,General Admission,18-25,Female,Public Transport,Stay with Friends/Family,114,74
2024-07-27 05:12:09.995013,Jazz & Jive Weekend,Group Discount,18-25,Non-binary,Rideshare,Airbnb,202,414
2024-07-28 05:12:09.995013,Jazz & Jive Weekend,General Admission,Under 18,Female,Bike,Stay with Friends/Family,135,74
2024-07-29 05:12:09.995013,Cosmic Sound Festival,VIP,36-45,Prefer not to say,Public Transport,Hotel,268,140
2024-07-30 05:12:09.995013,RockNRebel Music Fest,VIP,18-25,Non-binary,Public Transport,Hotel,134,149
2024-07-31 05:12:09.995013,Jazz & Jive Weekend,General Admission,18-25,Female,Bike,Hotel,232,375
2024-08-01 05:12:09.995013,Cosmic Sound Festival,Backstage Pass,36-45,Female,Bike,Camping,250,482
2024-08-02 05:12:09.995013,RockNRebel Music Fest,VIP,Over 55,Prefer not to say,Car,Camping,64,239
2024-08-03 05:12:09.995013,Retro Rewind Concert,General Admission,26-35,Prefer not to say,Bike,Airbnb,167,275
2024-08-04 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,36-45,Female,Rideshare,Hostel,271,345
2024-08-05 05:12:09.995013,ElectroBeat Expo,General Admission,36-45,Prefer not to say,Bike,Airbnb,144,279
2024-08-06 05:12:09.995013,Jazz & Jive Weekend,General Admission,18-25,Female,Car,Airbnb,71,279
2024-08-07 05:12:09.995013,Jazz & Jive Weekend,Group Discount,18-25,Male,Bike,Hotel,70,103
2024-08-08 05:12:09.995013,Retro Rewind Concert,General Admission,26-35,Non-binary,Public Transport,Airbnb,176,261
2024-08-09 05:12:09.995013,ElectroBeat Expo,VIP,46-55,Prefer not to say,Public Transport,Stay with Friends/Family,129,325
2024-08-10 05:12:09.995013,Cosmic Sound Festival,Group Discount,Over 55,Male,Rideshare,Hostel,143,159
2024-08-11 05:12:09.995013,Cosmic Sound Festival,VIP,46-55,Prefer not to say,Rideshare,Hostel,151,337
2024-08-12 05:12:09.995013,Cosmic Sound Festival,VIP,26-35,Male,Walk,Stay with Friends/Family,173,178
2024-08-13 05:12:09.995013,Retro Rewind Concert,Group Discount,18-25,Female,Rideshare,Hostel,237,347
2024-08-14 05:12:09.995013,ElectroBeat Expo,Group Discount,46-55,Female,Car,Hostel,58,114
2024-08-15 05:12:09.995013,Jazz & Jive Weekend,VIP,Over 55,Prefer not to say,Rideshare,Hostel,187,85
2024-08-16 05:12:09.995013,ElectroBeat Expo,Backstage Pass,Under 18,Female,Bike,Hotel,141,499
2024-08-17 05:12:09.995013,ElectroBeat Expo,Group Discount,26-35,Prefer not to say,Walk,Airbnb,154,282
2024-08-18 05:12:09.995013,Cosmic Sound Festival,VIP,36-45,Male,Bike,Stay with Friends/Family,222,430
2024-08-19 05:12:09.995013,Retro Rewind Concert,Backstage Pass,46-55,Female,Car,Hostel,267,82
2024-08-20 05:12:09.995013,Cosmic Sound Festival,VIP,26-35,Male,Public Transport,Camping,274,135
2024-08-21 05:12:09.995013,Cosmic Sound Festival,General Admission,Over 55,Prefer not to say,Walk,Airbnb,111,472
2024-08-22 05:12:09.995013,ElectroBeat Expo,Backstage Pass,Over 55,Female,Car,Stay with Friends/Family,200,391
2024-08-23 05:12:09.995013,RockNRebel Music Fest,General Admission,46-55,Non-binary,Bike,Airbnb,219,154
2024-08-24 05:12:09.995013,ElectroBeat Expo,Group Discount,36-45,Non-binary,Car,Hotel,230,408
2024-08-25 05:12:09.995013,Cosmic Sound Festival,Backstage Pass,46-55,Non-binary,Car,Stay with Friends/Family,73,183
2024-08-26 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,26-35,Female,Walk,Airbnb,290,337
2024-08-27 05:12:09.995013,Retro Rewind Concert,VIP,26-35,Female,Walk,Airbnb,56,170
2024-08-28 05:12:09.995013,Retro Rewind Concert,Group Discount,36-45,Male,Car,Airbnb,291,58
2024-08-29 05:12:09.995013,RockNRebel Music Fest,General Admission,26-35,Male,Rideshare,Airbnb,238,79
2024-08-30 05:12:09.995013,ElectroBeat Expo,General Admission,36-45,Female,Rideshare,Stay with Friends/Family,144,205
2024-08-31 05:12:09.995013,Retro Rewind Concert,VIP,Over 55,Non-binary,Car,Hostel,114,215
2024-09-01 05:12:09.995013,Jazz & Jive Weekend,VIP,Under 18,Non-binary,Public Transport,Hostel,281,150
2024-09-02 05:12:09.995013,RockNRebel Music Fest,Group Discount,18-25,Female,Public Transport,Camping,280,110
2024-09-03 05:12:09.995013,Retro Rewind Concert,Backstage Pass,Over 55,Prefer not to say,Bike,Stay with Friends/Family,71,168
2024-09-04 05:12:09.995013,ElectroBeat Expo,Group Discount,18-25,Non-binary,Public Transport,Hotel,210,453
2024-09-05 05:12:09.995013,Jazz & Jive Weekend,VIP,Under 18,Non-binary,Bike,Airbnb,191,169
2024-09-06 05:12:09.995013,Retro Rewind Concert,Backstage Pass,Over 55,Male,Public Transport,Stay with Friends/Family,68,359
2024-09-07 05:12:09.995013,Jazz & Jive Weekend,Group Discount,Under 18,Female,Public Transport,Hotel,95,87
2024-09-08 05:12:09.995013,Cosmic Sound Festival,VIP,Over 55,Prefer not to say,Walk,Hotel,110,59
2024-09-09 05:12:09.995013,RockNRebel Music Fest,General Admission,26-35,Prefer not to say,Bike,Camping,232,310
2024-09-10 05:12:09.995013,Retro Rewind Concert,VIP,26-35,Male,Public Transport,Camping,75,90
2024-09-11 05:12:09.995013,Cosmic Sound Festival,Group Discount,Under 18,Non-binary,Public Transport,Hostel,231,46
2024-09-12 05:12:09.995013,Cosmic Sound Festival,Group Discount,26-35,Female,Car,Hostel,133,94
2024-09-13 05:12:09.995013,Retro Rewind Concert,General Admission,Over 55,Non-binary,Walk,Hotel,138,41
2024-09-14 05:12:09.995013,Retro Rewind Concert,Group Discount,18-25,Female,Bike,Hostel,235,66
2024-09-15 05:12:09.995013,Cosmic Sound Festival,VIP,Under 18,Prefer not to say,Rideshare,Hostel,269,428
2024-09-16 05:12:09.995013,Retro Rewind Concert,General Admission,18-25,Male,Car,Hostel,164,8
2024-09-17 05:12:09.995013,RockNRebel Music Fest,Group Discount,18-25,Prefer not to say,Car,Hostel,237,144
2024-09-18 05:12:09.995013,ElectroBeat Expo,Backstage Pass,26-35,Prefer not to say,Car,Hotel,97,462
2024-09-19 05:12:09.995013,RockNRebel Music Fest,General Admission,26-35,Male,Public Transport,Airbnb,249,207
2024-09-20 05:12:09.995013,ElectroBeat Expo,Group Discount,36-45,Non-binary,Walk,Airbnb,275,142
2024-09-21 05:12:09.995013,Retro Rewind Concert,Backstage Pass,26-35,Female,Car,Camping,87,357
2024-09-22 05:12:09.995013,Cosmic Sound Festival,Backstage Pass,18-25,Male,Rideshare,Airbnb,282,352
2024-09-23 05:12:09.995013,ElectroBeat Expo,VIP,26-35,Male,Rideshare,Camping,224,137
2024-09-24 05:12:09.995013,RockNRebel Music Fest,General Admission,36-45,Prefer not to say,Bike,Hotel,113,436
2024-09-25 05:12:09.995013,Retro Rewind Concert,VIP,26-35,Male,Car,Hotel,94,118
2024-09-26 05:12:09.995013,Jazz & Jive Weekend,General Admission,36-45,Prefer not to say,Car,Camping,222,123
2024-09-27 05:12:09.995013,Jazz & Jive Weekend,Group Discount,26-35,Prefer not to say,Car,Stay with Friends/Family,250,399
2024-09-28 05:12:09.995013,ElectroBeat Expo,Backstage Pass,26-35,Female,Public Transport,Camping,80,346
2024-09-29 05:12:09.995013,RockNRebel Music Fest,General Admission,46-55,Female,Car,Hostel,139,479
2024-09-30 05:12:09.995013,ElectroBeat Expo,VIP,Under 18,Male,Public Transport,Stay with Friends/Family,174,32
2024-10-01 05:12:09.995013,ElectroBeat Expo,Backstage Pass,36-45,Prefer not to say,Rideshare,Hotel,72,92
2024-10-02 05:12:09.995013,ElectroBeat Expo,General Admission,26-35,Prefer not to say,Bike,Hotel,142,177
2024-10-03 05:12:09.995013,ElectroBeat Expo,General Admission,36-45,Prefer not to say,Rideshare,Stay with Friends/Family,181,447
2024-10-04 05:12:09.995013,Retro Rewind Concert,VIP,Over 55,Male,Public Transport,Camping,103,248
