Artist Name,Genre,Stage Location,Expected Audience Size,Actual Audience Size,Audience Engagement Score,Performance Duration,Setup Time,Tear Down Time,DateTime
Neural Nets,Indie,Main Stage,575,7349,1,72,42,23,10/24/2023 02:18:47 PM
Random Forest,Rock,Indie Arena,1796,9527,8,86,34,47,10/25/2023 04:22:30 PM
Epsilon Greedy,Indie,DJ Tent,5588,958,9,107,48,36,10/26/2023 07:12:27 AM
Parallel Processors,Electronic,VIP Lounge,9996,242,8,36,44,21,10/27/2023 11:04:14 AM
Byte Beat,Indie,DJ Tent,5930,858,2,117,43,38,10/28/2023 11:32:28 PM
Recursive Rhythms,Rock,VIP Lounge,2609,8467,1,101,35,22,10/29/2023 11:34:03 AM
Cache Miss,Jazz,VIP Lounge,602,2967,9,68,37,54,10/31/2023 01:05:51 AM
Byte Beat,Hip Hop,Main Stage,5070,8835,1,88,22,39,10/31/2023 07:47:10 PM
The Query Strings,Rock,DJ Tent,5862,3583,8,113,38,24,11/01/2023 10:47:04 AM
Cache Miss,Jazz,Indie Arena,5687,2876,1,82,31,45,11/02/2023 09:48:59 PM
Cluster Funk,Indie,VIP Lounge,2360,5043,8,113,26,26,11/03/2023 10:21:09 AM
Neural Nets,Electronic,VIP Lounge,5265,513,1,50,15,37,11/04/2023 03:55:01 PM
Random Forest,Rock,DJ Tent,4776,4119,6,40,33,51,11/05/2023 10:26:06 PM
Cluster Funk,Rock,DJ Tent,7443,9476,5,45,37,24,11/06/2023 12:07:21 PM
The Query Strings,Jazz,VIP Lounge,6062,941,1,44,57,28,11/07/2023 05:38:21 PM
Epsilon Greedy,Electronic,Indie Arena,9132,7109,8,57,29,37,11/08/2023 06:01:18 PM
Infinite Loop,Jazz,Indie Arena,612,6115,1,64,46,30,11/09/2023 09:44:41 PM
Cluster Funk,Hip Hop,Indie Arena,1174,3666,7,30,28,55,11/10/2023 03:26:32 PM
Hello World,Hip Hop,Main Stage,8433,5966,2,82,44,32,11/11/2023 07:46:35 PM
Random Forest,Electronic,Indie Arena,8591,1828,9,114,33,44,11/12/2023 07:07:25 AM
Cache Miss,Indie,VIP Lounge,4694,4512,7,81,33,59,11/13/2023 11:17:40 AM
Hello World,Jazz,Indie Arena,7331,2917,5,112,26,32,11/14/2023 05:42:05 PM
Neural Nets,Indie,Main Stage,498,3267,1,65,49,30,11/15/2023 10:55:47 AM
Cluster Funk,Rock,DJ Tent,6911,4440,1,40,35,31,11/17/2023 12:54:16 AM
Parallel Processors,Rock,DJ Tent,6711,3607,4,61,45,56,11/18/2023 05:21:50 AM
Epsilon Greedy,Rock,Main Stage,2137,711,8,62,38,47,11/18/2023 01:56:04 PM
The Algorithmics,Electronic,Indie Arena,3223,3143,6,91,29,24,11/20/2023 02:47:56 AM
Bit Rate,Jazz,VIP Lounge,1207,8671,9,113,40,15,11/21/2023 12:34:14 AM
Hello World,Indie,DJ Tent,6088,7098,4,104,21,58,11/22/2023 03:10:12 AM
The Algorithmics,Hip Hop,DJ Tent,2936,6440,7,69,49,28,11/22/2023 11:39:58 AM
Cluster Funk,Rock,DJ Tent,9268,8624,1,55,55,17,11/23/2023 09:33:38 AM
Cache Miss,Hip Hop,VIP Lounge,5744,1919,2,30,21,40,11/24/2023 08:39:46 AM
Syntax Error,Electronic,Indie Arena,6525,883,1,48,34,29,11/26/2023 06:54:09 AM
The Query Strings,Rock,Main Stage,7227,8095,4,38,31,29,11/26/2023 08:49:57 PM
Syntax Error,Electronic,DJ Tent,204,366,2,83,21,57,11/27/2023 08:20:59 AM
Parallel Processors,Electronic,VIP Lounge,9162,4953,3,112,31,36,11/28/2023 10:13:04 PM
Recursive Rhythms,Electronic,Main Stage,1360,4183,1,71,57,41,11/29/2023 07:40:12 AM
Segmentation Fault,Hip Hop,VIP Lounge,8722,1562,1,70,31,18,11/30/2023 07:05:30 PM
Byte Beat,Jazz,Main Stage,2646,7233,4,48,51,33,12/01/2023 09:57:24 PM
Syntax Error,Hip Hop,DJ Tent,5543,152,1,116,19,39,12/02/2023 10:17:35 AM
Random Forest,Electronic,Main Stage,6784,4909,4,54,47,37,12/04/2023 01:59:35 AM
Bit Rate,Jazz,DJ Tent,5897,5834,1,109,37,31,12/04/2023 04:01:24 PM
Byte Beat,Jazz,Main Stage,4199,9187,3,114,46,42,12/06/2023 05:34:14 AM
Syntax Error,Rock,DJ Tent,2429,3899,8,39,50,23,12/06/2023 07:43:48 PM
The Data Wranglers,Indie,DJ Tent,8997,8115,6,33,54,19,12/07/2023 07:07:43 PM
Syntax Error,Hip Hop,VIP Lounge,6473,9626,4,61,40,32,12/08/2023 10:06:39 AM
Segmentation Fault,Rock,VIP Lounge,6988,7920,6,72,39,47,12/09/2023 11:05:02 AM
The Query Strings,Hip Hop,DJ Tent,5833,9070,6,54,31,30,12/10/2023 10:27:10 PM
Recursive Rhythms,Electronic,Indie Arena,2396,3830,3,78,25,50,12/12/2023 02:06:39 AM
Cache Miss,Jazz,Main Stage,1481,5248,2,102,18,37,12/12/2023 05:40:05 PM
Segmentation Fault,Hip Hop,Main Stage,4330,9181,9,104,26,44,12/14/2023 06:56:08 AM
Bit Rate,Rock,DJ Tent,3853,2583,6,51,26,41,12/14/2023 11:49:16 PM
Byte Beat,Jazz,DJ Tent,2889,8689,9,58,49,28,12/15/2023 12:48:41 PM
Cluster Funk,Electronic,Indie Arena,9071,8133,1,119,29,46,12/17/2023 03:47:21 AM
Hello World,Electronic,VIP Lounge,7626,2893,2,100,41,34,12/17/2023 04:38:44 PM
Parallel Processors,Indie,DJ Tent,1609,5349,3,33,50,41,12/18/2023 10:28:16 AM
Hello World,Indie,DJ Tent,4977,3494,7,81,24,32,12/19/2023 08:56:21 PM
The Data Wranglers,Rock,Main Stage,9688,5940,1,32,59,35,12/21/2023 12:34:16 AM
The Data Wranglers,Rock,Main Stage,8936,2117,2,40,50,35,12/22/2023 02:54:07 AM
Byte Beat,Rock,VIP Lounge,6057,5080,5,119,29,44,12/22/2023 08:39:50 PM
Hello World,Jazz,VIP Lounge,6755,2892,4,55,44,50,12/23/2023 10:12:51 PM
The Query Strings,Hip Hop,Main Stage,7861,8986,7,42,42,23,12/24/2023 12:31:10 PM
Cache Miss,Indie,VIP Lounge,2301,2948,2,113,43,39,12/25/2023 08:04:35 PM
Segmentation Fault,Hip Hop,VIP Lounge,1736,3497,6,54,29,48,12/27/2023 06:42:26 AM
Hello World,Indie,VIP Lounge,6133,3335,3,61,48,27,12/27/2023 09:21:37 AM
Byte Beat,Electronic,Indie Arena,9657,6260,8,110,41,39,12/28/2023 06:17:32 PM
Random Forest,Indie,DJ Tent,2247,8072,7,93,55,50,12/29/2023 07:50:25 AM
Hello World,Electronic,Main Stage,8914,5023,8,107,27,19,12/30/2023 01:50:56 PM
The Query Strings,Electronic,DJ Tent,2296,8419,5,60,40,43,01/01/2024 01:49:59 AM
Segmentation Fault,Electronic,DJ Tent,8855,2826,2,85,24,27,01/01/2024 09:23:56 AM
Syntax Error,Electronic,Indie Arena,8974,1070,2,77,31,19,01/02/2024 08:49:10 AM
Bit Rate,Jazz,VIP Lounge,9211,6553,2,113,26,45,01/04/2024 12:26:01 AM
Cache Miss,Hip Hop,Main Stage,9337,770,2,48,36,22,01/04/2024 11:21:16 PM
Cluster Funk,Electronic,Main Stage,543,6375,6,92,27,28,01/05/2024 01:33:07 PM
Cache Miss,Hip Hop,Main Stage,3676,1755,1,54,58,29,01/07/2024 07:03:42 AM
Cache Miss,Electronic,DJ Tent,3771,4313,8,81,26,45,01/07/2024 07:46:54 AM
Recursive Rhythms,Hip Hop,DJ Tent,947,6284,5,89,20,18,01/08/2024 09:14:15 AM
The Data Wranglers,Hip Hop,Main Stage,6103,2559,5,39,56,37,01/09/2024 11:45:28 AM
Infinite Loop,Electronic,Indie Arena,6871,6899,7,72,50,40,01/11/2024 02:27:33 AM
Recursive Rhythms,Electronic,DJ Tent,8216,2284,7,111,27,35,01/12/2024 12:41:52 AM
The Algorithmics,Jazz,Main Stage,8719,2968,7,40,15,24,01/12/2024 11:33:44 PM
Byte Beat,Indie,DJ Tent,4049,3540,1,118,27,41,01/13/2024 05:45:21 PM
Cache Miss,Electronic,DJ Tent,3230,808,1,102,25,34,01/14/2024 07:29:48 AM
Byte Beat,Indie,Main Stage,8834,8968,6,48,45,26,01/16/2024 05:13:27 AM
Cluster Funk,Hip Hop,DJ Tent,9496,2770,7,39,18,41,01/16/2024 11:01:29 PM
Segmentation Fault,Jazz,Main Stage,2671,1957,6,30,22,48,01/17/2024 09:13:04 AM
Recursive Rhythms,Hip Hop,Main Stage,9589,8117,2,66,23,31,01/19/2024 04:06:22 AM
Epsilon Greedy,Rock,DJ Tent,4757,7049,6,92,21,23,01/19/2024 11:53:05 PM
Cluster Funk,Rock,Indie Arena,4131,6525,3,93,46,22,01/20/2024 11:30:36 AM
Infinite Loop,Hip Hop,DJ Tent,478,1191,8,46,35,32,01/21/2024 10:56:38 PM
Byte Beat,Indie,Indie Arena,4290,366,1,84,52,50,01/22/2024 08:48:50 AM
Syntax Error,Hip Hop,Indie Arena,8369,8564,6,117,18,15,01/23/2024 01:17:38 PM
Byte Beat,Jazz,Indie Arena,1434,2433,5,89,38,19,01/24/2024 11:48:17 AM
The Algorithmics,Rock,DJ Tent,4209,2003,5,87,53,18,01/26/2024 05:19:06 AM
Random Forest,Electronic,Indie Arena,9132,9683,1,55,38,41,01/27/2024 06:58:22 AM
Hello World,Jazz,DJ Tent,5696,5639,5,72,56,36,01/27/2024 09:48:17 PM
Byte Beat,Jazz,Indie Arena,4865,3236,7,55,46,30,01/29/2024 03:02:01 AM
Parallel Processors,Electronic,VIP Lounge,823,9154,6,99,53,18,01/29/2024 11:45:03 AM
The Query Strings,Rock,DJ Tent,6987,2983,4,33,32,46,01/30/2024 10:21:42 PM
Epsilon Greedy,Electronic,Main Stage,7129,9508,3,68,34,24,01/31/2024 02:11:13 PM
The Query Strings,Jazz,DJ Tent,8853,7817,9,97,27,20,02/02/2024 03:35:35 AM
Byte Beat,Electronic,VIP Lounge,2883,3588,9,97,17,30,02/02/2024 04:27:48 PM
Parallel Processors,Rock,Main Stage,9668,829,3,118,45,44,02/04/2024 05:35:33 AM
Recursive Rhythms,Hip Hop,Main Stage,2071,4278,5,95,42,37,02/04/2024 04:24:30 PM
The Algorithmics,Rock,VIP Lounge,9685,7888,6,85,56,18,02/06/2024 12:40:34 AM
The Data Wranglers,Jazz,VIP Lounge,3486,6327,1,68,24,29,02/07/2024 02:54:17 AM
The Algorithmics,Rock,VIP Lounge,9667,2466,3,92,15,26,02/07/2024 05:55:28 PM
Parallel Processors,Hip Hop,Indie Arena,4404,5969,6,98,41,41,02/09/2024 02:36:59 AM
Cache Miss,Rock,Main Stage,5616,4754,2,70,22,48,02/10/2024 04:42:38 AM
Parallel Processors,Jazz,DJ Tent,4360,2671,3,80,25,32,02/10/2024 05:26:35 PM
Segmentation Fault,Indie,Indie Arena,2344,413,7,95,56,36,02/12/2024 02:24:50 AM
Bit Rate,Jazz,Main Stage,696,3721,8,57,56,35,02/12/2024 08:19:07 PM
Neural Nets,Electronic,Indie Arena,9003,7848,2,36,20,39,02/14/2024 04:56:57 AM
Random Forest,Hip Hop,VIP Lounge,6208,8990,5,63,54,58,02/14/2024 07:05:54 AM
Segmentation Fault,Hip Hop,Indie Arena,9672,7865,2,88,17,22,02/15/2024 02:34:33 PM
Neural Nets,Electronic,VIP Lounge,9106,1350,5,32,47,19,02/16/2024 10:28:00 PM
Recursive Rhythms,Rock,VIP Lounge,5808,757,8,41,38,25,02/17/2024 09:52:46 PM
Hello World,Hip Hop,DJ Tent,5811,5733,2,49,24,38,02/18/2024 03:13:00 PM
Epsilon Greedy,Hip Hop,DJ Tent,604,5794,9,114,34,54,02/19/2024 02:02:47 PM
Epsilon Greedy,Indie,DJ Tent,1349,9084,6,42,50,37,02/20/2024 05:20:54 PM
Cache Miss,Indie,Main Stage,9042,9156,5,84,40,39,02/21/2024 04:14:22 PM
Hello World,Indie,Main Stage,4600,9453,9,98,48,52,02/22/2024 07:54:50 AM
Neural Nets,Rock,Main Stage,4369,9250,4,34,47,29,02/24/2024 01:18:37 AM
Recursive Rhythms,Electronic,VIP Lounge,351,1431,5,110,20,25,02/25/2024 06:58:22 AM
The Data Wranglers,Indie,VIP Lounge,1568,2667,1,55,56,26,02/25/2024 10:53:47 AM
Syntax Error,Electronic,Main Stage,8679,3359,6,95,34,46,02/26/2024 04:44:02 PM
Bit Rate,Indie,VIP Lounge,1170,7682,1,74,40,27,02/27/2024 06:40:54 PM
Recursive Rhythms,Indie,Main Stage,6029,151,8,41,35,29,02/29/2024 04:05:27 AM
Byte Beat,Electronic,VIP Lounge,8928,8382,9,65,17,22,02/29/2024 10:13:56 AM
The Data Wranglers,Rock,Main Stage,5580,7022,5,61,39,46,03/01/2024 06:57:59 PM
Parallel Processors,Jazz,Main Stage,352,6925,8,42,32,15,03/02/2024 01:26:42 PM
The Algorithmics,Jazz,VIP Lounge,9042,9214,8,106,34,41,03/03/2024 05:41:01 PM
Segmentation Fault,Rock,Main Stage,8891,2322,6,92,23,29,03/04/2024 10:02:29 PM
Infinite Loop,Jazz,Indie Arena,4970,6320,9,118,18,32,03/05/2024 10:28:43 PM
Cluster Funk,Jazz,Main Stage,9434,2161,9,62,18,19,03/06/2024 09:53:01 AM
Byte Beat,Jazz,VIP Lounge,3032,161,1,67,32,42,03/07/2024 11:18:53 AM
The Data Wranglers,Hip Hop,VIP Lounge,7060,8820,2,113,38,47,03/08/2024 02:19:30 PM
Segmentation Fault,Jazz,VIP Lounge,983,8503,5,93,18,48,03/10/2024 03:05:41 AM
Neural Nets,Rock,VIP Lounge,180,1350,8,116,41,35,03/10/2024 07:53:21 AM
Syntax Error,Rock,DJ Tent,3672,3765,2,58,52,16,03/11/2024 01:43:28 PM
Hello World,Rock,DJ Tent,6543,4747,1,105,37,52,03/12/2024 10:02:45 AM
Hello World,Electronic,VIP Lounge,2267,6146,3,111,48,51,03/13/2024 07:06:21 PM
Neural Nets,Rock,DJ Tent,3892,5851,7,91,27,24,03/14/2024 10:52:13 PM
Cluster Funk,Electronic,DJ Tent,8853,6275,9,61,30,16,03/15/2024 08:51:58 AM
Random Forest,Rock,DJ Tent,4784,9092,6,63,34,57,03/16/2024 09:05:51 AM
The Algorithmics,Indie,Main Stage,3380,8072,2,77,22,29,03/18/2024 02:51:50 AM
Recursive Rhythms,Electronic,VIP Lounge,7529,7669,7,45,21,53,03/18/2024 03:28:09 PM
Byte Beat,Rock,DJ Tent,3752,8930,6,117,20,24,03/19/2024 11:48:23 AM
Parallel Processors,Jazz,Indie Arena,7887,5121,8,67,22,20,03/20/2024 07:15:57 PM
The Query Strings,Electronic,DJ Tent,7021,9370,5,35,22,58,03/21/2024 10:16:58 AM
Cache Miss,Electronic,VIP Lounge,9376,6068,8,114,37,17,03/22/2024 12:59:56 PM
Cluster Funk,Hip Hop,DJ Tent,1226,9110,1,38,17,38,03/23/2024 08:08:26 PM
The Data Wranglers,Indie,VIP Lounge,5837,3864,9,52,20,46,03/25/2024 07:02:27 AM
Syntax Error,Jazz,Main Stage,1301,6143,5,92,39,38,03/25/2024 10:56:01 AM
The Algorithmics,Hip Hop,VIP Lounge,177,648,3,84,32,53,03/26/2024 05:58:30 PM
Syntax Error,Rock,DJ Tent,3487,7807,4,39,42,38,03/27/2024 07:39:22 PM
The Data Wranglers,Hip Hop,VIP Lounge,5080,3240,9,90,55,43,03/29/2024 03:07:58 AM
Epsilon Greedy,Indie,DJ Tent,9816,7153,1,108,20,27,03/29/2024 09:17:01 AM
Syntax Error,Rock,Main Stage,5406,8058,1,92,41,24,03/30/2024 09:15:23 PM
Cluster Funk,Jazz,VIP Lounge,3976,1137,7,91,57,25,03/31/2024 02:52:27 PM
Recursive Rhythms,Jazz,DJ Tent,4746,8727,3,36,45,27,04/01/2024 11:32:32 AM
Hello World,Electronic,VIP Lounge,830,9260,7,108,58,18,04/02/2024 11:41:14 AM
Syntax Error,Electronic,VIP Lounge,1070,7469,2,111,16,48,04/03/2024 11:57:59 PM
Syntax Error,Electronic,Main Stage,5232,7568,4,40,47,17,04/04/2024 10:45:44 AM
Hello World,Hip Hop,VIP Lounge,1294,3704,5,106,26,46,04/05/2024 08:04:51 PM
Byte Beat,Indie,VIP Lounge,408,8104,2,102,58,45,04/07/2024 06:46:34 AM
The Algorithmics,Electronic,Main Stage,9281,3834,6,99,30,50,04/07/2024 11:50:07 PM
Random Forest,Jazz,VIP Lounge,4689,2503,2,47,58,42,04/08/2024 02:59:09 PM
Parallel Processors,Electronic,Main Stage,5217,8337,1,52,47,37,04/09/2024 09:01:58 AM
Byte Beat,Indie,DJ Tent,9571,6396,6,73,47,18,04/11/2024 01:55:53 AM
The Algorithmics,Rock,Main Stage,2870,7833,9,98,19,29,04/11/2024 12:30:50 PM
Epsilon Greedy,Hip Hop,Indie Arena,1782,3525,7,35,19,53,04/12/2024 07:16:48 AM
Cluster Funk,Electronic,Indie Arena,2465,6079,5,89,21,30,04/13/2024 07:34:24 PM
The Algorithmics,Rock,VIP Lounge,4108,4507,4,101,26,47,04/14/2024 01:25:45 PM
Bit Rate,Electronic,DJ Tent,4889,5787,9,61,21,32,04/15/2024 10:13:45 PM
Recursive Rhythms,Electronic,Main Stage,9322,9724,5,97,18,19,04/16/2024 06:33:13 PM
Recursive Rhythms,Jazz,VIP Lounge,2366,9269,1,81,15,22,04/17/2024 09:44:28 AM
Infinite Loop,Jazz,Indie Arena,9393,4337,9,114,37,16,04/19/2024 06:18:13 AM
Segmentation Fault,Indie,VIP Lounge,7482,171,6,115,21,32,04/19/2024 09:52:59 PM
The Query Strings,Jazz,VIP Lounge,6999,6747,8,39,16,47,04/21/2024 02:17:09 AM
Byte Beat,Indie,Main Stage,6560,673,7,44,15,41,04/21/2024 02:43:33 PM
The Data Wranglers,Jazz,Indie Arena,5400,2047,4,105,54,25,04/22/2024 10:24:51 PM
The Algorithmics,Hip Hop,VIP Lounge,7875,6230,2,87,34,51,04/23/2024 10:52:10 PM
Neural Nets,Indie,VIP Lounge,1234,8683,5,102,49,16,04/24/2024 11:47:00 AM
The Algorithmics,Rock,VIP Lounge,7033,1606,6,53,19,33,04/25/2024 02:00:54 PM
The Algorithmics,Rock,VIP Lounge,5358,1148,1,103,27,15,04/26/2024 02:41:04 PM
Random Forest,Hip Hop,Main Stage,5667,6287,4,102,38,15,04/28/2024 01:26:53 AM
The Algorithmics,Hip Hop,DJ Tent,6707,9447,8,92,24,26,04/28/2024 08:03:12 PM
The Query Strings,Electronic,Main Stage,8523,3930,9,111,23,26,04/30/2024 03:38:04 AM
Parallel Processors,Jazz,VIP Lounge,3110,1184,3,85,40,23,04/30/2024 11:18:43 PM
Cache Miss,Rock,DJ Tent,3378,3191,2,88,58,32,05/02/2024 05:31:25 AM
Parallel Processors,Jazz,DJ Tent,6066,1939,8,92,31,40,05/02/2024 12:29:58 PM
The Data Wranglers,Indie,VIP Lounge,4789,249,7,71,34,41,05/03/2024 08:45:24 AM
Infinite Loop,Electronic,Main Stage,1295,6089,8,45,30,59,05/04/2024 08:24:19 PM
Segmentation Fault,Jazz,DJ Tent,3255,7583,1,54,41,40,05/05/2024 05:19:13 PM
Epsilon Greedy,Jazz,VIP Lounge,7695,3773,4,53,56,56,05/06/2024 07:39:30 AM
The Data Wranglers,Rock,DJ Tent,4601,9715,9,115,58,53,05/08/2024 01:40:09 AM
Infinite Loop,Electronic,Indie Arena,7157,4288,3,41,16,38,05/08/2024 05:42:30 PM
The Query Strings,Rock,Indie Arena,8038,8839,8,48,36,36,05/09/2024 10:15:31 PM
Epsilon Greedy,Electronic,VIP Lounge,7976,8890,9,113,16,23,05/10/2024 04:34:23 PM
Random Forest,Jazz,Indie Arena,6540,1972,4,44,51,22,05/12/2024 04:50:17 AM
The Algorithmics,Indie,VIP Lounge,2567,6838,3,31,31,58,05/12/2024 07:12:07 PM
Cache Miss,Electronic,Main Stage,4083,2151,8,46,20,57,05/13/2024 06:38:31 PM
Syntax Error,Hip Hop,DJ Tent,8263,5385,8,73,49,40,05/15/2024 05:49:53 AM
Random Forest,Jazz,Main Stage,5730,4594,9,65,24,52,05/15/2024 08:00:04 PM
Segmentation Fault,Hip Hop,VIP Lounge,8136,193,8,49,31,28,05/17/2024 12:08:16 AM
Byte Beat,Rock,Main Stage,1425,1102,1,89,48,58,05/18/2024 06:38:15 AM
Cluster Funk,Rock,VIP Lounge,9363,5786,3,83,28,18,05/19/2024 04:32:50 AM
Cache Miss,Jazz,DJ Tent,7026,1103,9,63,22,16,05/19/2024 02:33:10 PM
The Data Wranglers,Jazz,VIP Lounge,8852,9200,8,64,29,31,05/20/2024 05:09:27 PM
Random Forest,Hip Hop,VIP Lounge,2483,1588,9,69,19,32,05/21/2024 02:36:37 PM
Neural Nets,Electronic,DJ Tent,8018,4334,6,103,49,49,05/22/2024 11:00:12 PM
The Data Wranglers,Hip Hop,VIP Lounge,6124,2902,8,91,20,43,05/23/2024 09:41:50 PM
Segmentation Fault,Hip Hop,Main Stage,9592,4953,2,105,44,27,05/24/2024 07:17:57 PM
Hello World,Electronic,Main Stage,9743,1909,8,58,44,44,05/25/2024 02:55:34 PM
Cache Miss,Indie,VIP Lounge,3217,798,5,30,39,49,05/26/2024 11:00:37 AM
Byte Beat,Hip Hop,DJ Tent,7810,670,6,49,28,42,05/27/2024 08:06:46 PM
Bit Rate,Jazz,DJ Tent,896,9221,8,71,51,29,05/29/2024 12:35:49 AM
Cache Miss,Rock,DJ Tent,4524,1292,4,43,47,24,05/29/2024 12:00:06 PM
The Query Strings,Electronic,Main Stage,3335,5751,6,56,50,50,05/31/2024 12:48:20 AM
Syntax Error,Electronic,Indie Arena,1736,9492,1,90,36,33,05/31/2024 06:34:29 PM
Segmentation Fault,Hip Hop,DJ Tent,4407,680,7,108,52,40,06/01/2024 03:18:19 PM
The Data Wranglers,Rock,Indie Arena,5675,4693,9,35,45,59,06/02/2024 10:44:18 AM
Cluster Funk,Rock,Indie Arena,2410,8349,3,114,21,36,06/04/2024 06:56:56 AM
Neural Nets,Electronic,Main Stage,5391,3925,1,85,32,50,06/04/2024 08:23:00 PM
Infinite Loop,Electronic,Main Stage,1818,2043,9,112,52,46,06/05/2024 05:32:32 PM
Cache Miss,Hip Hop,VIP Lounge,9383,5273,7,72,24,33,06/07/2024 12:07:04 AM
The Algorithmics,Electronic,Main Stage,6689,8917,2,84,15,35,06/08/2024 04:30:29 AM
Cache Miss,Electronic,Indie Arena,8501,5913,4,106,25,56,06/08/2024 10:26:26 PM
Bit Rate,Electronic,Indie Arena,391,5900,9,35,36,57,06/09/2024 09:47:31 AM
Parallel Processors,Indie,Indie Arena,5213,7695,2,61,18,24,06/10/2024 11:56:58 AM
Segmentation Fault,Indie,Indie Arena,7228,4126,2,45,34,19,06/12/2024 12:26:56 AM
Syntax Error,Indie,Indie Arena,1682,9103,3,72,48,49,06/12/2024 09:54:46 PM
Epsilon Greedy,Jazz,VIP Lounge,2696,8864,8,42,21,32,06/13/2024 11:40:12 AM
Hello World,Rock,Main Stage,818,993,4,82,24,45,06/14/2024 06:07:09 PM
Epsilon Greedy,Jazz,Indie Arena,2242,654,8,107,57,21,06/16/2024 03:20:54 AM
Cache Miss,Hip Hop,VIP Lounge,2753,9433,3,78,32,32,06/16/2024 07:45:34 PM
Hello World,Jazz,Main Stage,955,8471,3,69,58,17,06/17/2024 11:24:21 PM
Segmentation Fault,Electronic,VIP Lounge,2291,1397,8,72,53,58,06/19/2024 04:59:59 AM
The Algorithmics,Hip Hop,Indie Arena,2161,4589,7,64,38,35,06/20/2024 06:55:30 AM
The Data Wranglers,Indie,Indie Arena,6927,8276,8,58,27,40,06/21/2024 04:36:57 AM
Infinite Loop,Rock,Indie Arena,9584,5132,7,30,44,25,06/21/2024 08:20:37 PM
Hello World,Electronic,VIP Lounge,9136,3369,8,88,31,49,06/23/2024 05:13:40 AM
The Algorithmics,Rock,VIP Lounge,9607,6144,1,45,21,34,06/23/2024 12:37:54 PM
Epsilon Greedy,Rock,Indie Arena,6788,9084,8,87,54,37,06/24/2024 02:13:49 PM
Neural Nets,Hip Hop,VIP Lounge,5774,2135,6,51,44,28,06/26/2024 01:29:40 AM
Epsilon Greedy,Hip Hop,Main Stage,2730,8862,3,62,36,55,06/27/2024 06:58:51 AM
Byte Beat,Electronic,Indie Arena,9014,2224,9,117,24,29,06/27/2024 08:13:59 PM
Segmentation Fault,Indie,DJ Tent,1519,5789,4,90,46,15,06/29/2024 12:17:33 AM
The Algorithmics,Jazz,Indie Arena,6434,2513,2,69,53,28,06/30/2024 03:44:12 AM
Epsilon Greedy,Electronic,Indie Arena,7099,6243,4,63,39,42,07/01/2024 12:27:30 AM
Syntax Error,Indie,Main Stage,8547,6631,4,64,20,40,07/02/2024 01:35:10 AM
Syntax Error,Rock,Main Stage,3703,2120,3,97,48,55,07/02/2024 11:13:44 AM
Neural Nets,Electronic,Main Stage,2006,9198,4,62,50,55,07/03/2024 06:38:11 PM
Random Forest,Jazz,VIP Lounge,6417,2743,8,112,37,41,07/05/2024 06:38:02 AM
Random Forest,Rock,Indie Arena,867,1787,8,46,37,49,07/05/2024 01:00:10 PM
Syntax Error,Jazz,Indie Arena,6158,964,7,32,38,22,07/06/2024 09:13:43 AM
Segmentation Fault,Electronic,DJ Tent,5279,5684,9,102,19,15,07/07/2024 08:33:44 PM
The Data Wranglers,Rock,Indie Arena,6396,6187,9,65,42,41,07/08/2024 09:42:26 PM
Epsilon Greedy,Electronic,Main Stage,9874,234,7,59,51,51,07/09/2024 07:28:52 PM
Cluster Funk,Indie,Indie Arena,393,1956,9,54,22,22,07/10/2024 04:45:11 PM
Syntax Error,Electronic,VIP Lounge,6823,6482,5,112,22,34,07/12/2024 03:07:22 AM
Hello World,Hip Hop,VIP Lounge,7456,3520,5,111,52,35,07/13/2024 12:03:41 AM
The Query Strings,Electronic,DJ Tent,6416,4628,4,59,19,46,07/13/2024 10:27:26 AM
Neural Nets,Hip Hop,DJ Tent,6544,2538,4,116,56,23,07/14/2024 03:14:23 PM
Recursive Rhythms,Hip Hop,Indie Arena,2893,7343,8,105,32,36,07/15/2024 02:19:08 PM
Infinite Loop,Rock,Main Stage,4359,8976,6,74,41,30,07/17/2024 04:25:32 AM
Infinite Loop,Hip Hop,VIP Lounge,762,8285,1,54,30,21,07/18/2024 05:23:42 AM
Epsilon Greedy,Rock,Main Stage,804,6488,3,102,24,57,07/18/2024 08:44:38 PM
Segmentation Fault,Jazz,Indie Arena,6588,6039,2,72,37,30,07/19/2024 10:15:21 AM
Byte Beat,Rock,Main Stage,7397,7823,9,52,37,41,07/20/2024 04:03:10 PM
Cluster Funk,Hip Hop,Main Stage,1225,9202,2,112,59,57,07/22/2024 06:37:25 AM
Parallel Processors,Hip Hop,Indie Arena,9120,7831,5,76,31,45,07/23/2024 12:56:45 AM
Parallel Processors,Hip Hop,Indie Arena,6795,9294,4,67,43,58,07/23/2024 06:47:03 PM
Neural Nets,Electronic,VIP Lounge,523,4871,4,81,37,38,07/24/2024 04:42:43 PM
Hello World,Indie,VIP Lounge,1867,2183,3,113,25,24,07/25/2024 07:20:40 AM
Recursive Rhythms,Hip Hop,Indie Arena,7577,950,5,70,47,15,07/26/2024 09:35:54 PM
The Algorithmics,Indie,Indie Arena,6426,2920,9,100,34,47,07/27/2024 08:00:21 AM
Parallel Processors,Indie,DJ Tent,7925,7116,7,85,54,15,07/29/2024 06:36:08 AM
Recursive Rhythms,Electronic,DJ Tent,7244,7365,1,37,36,30,07/29/2024 01:45:23 PM
The Query Strings,Electronic,DJ Tent,9582,6300,8,96,59,38,07/31/2024 12:21:48 AM
