Date,Day Of Week,Type Of Event,Location,Waste Collected (KG),Recycling Collected (KG),Compost Collected (KG),Water Usage (L),Power Consumption (kWh),Refill Stations Uses
04/03/2024 05:43:02 PM,Wednesday,Indie Showcase,Main Stage,791,796,264,11162,5003,608
04/04/2024 05:43:02 PM,Saturday,DJ Set,Main Stage,1074,788,240,9876,5949,605
04/05/2024 05:43:02 PM,Saturday,DJ Set,DJ Tent,976,766,246,10953,5819,535
04/06/2024 05:43:02 PM,Thursday,VIP Meet & Greet,Indie Arena,1042,728,202,10237,5302,579
04/07/2024 05:43:02 PM,Sunday,Indie Showcase,VIP Lounge,1075,838,261,10663,5354,590
04/08/2024 05:43:02 PM,Friday,Indie Showcase,Chillout Zone,855,778,221,10465,6042,506
04/09/2024 05:43:02 PM,Sunday,Main Stage Performance,Indie Arena,724,779,230,10185,6068,563
04/10/2024 05:43:02 PM,Tuesday,Indie Showcase,Chillout Zone,1148,847,218,10709,5983,637
04/11/2024 05:43:02 PM,Thursday,Indie Showcase,VIP Lounge,764,723,270,11065,5105,528
04/12/2024 05:43:02 PM,Tuesday,Outdoor Cinema,Main Stage,1130,752,208,10208,5404,546
04/13/2024 05:43:02 PM,Thursday,Main Stage Performance,Indie Arena,1118,830,208,10980,5855,529
04/14/2024 05:43:02 PM,Saturday,VIP Meet & Greet,Main Stage,859,851,230,9703,5257,556
04/15/2024 05:43:02 PM,Wednesday,Indie Showcase,Main Stage,1034,837,270,10385,5518,634
04/16/2024 05:43:02 PM,Monday,Outdoor Cinema,Indie Arena,793,782,204,9834,5315,532
04/17/2024 05:43:02 PM,Sunday,Main Stage Performance,Chillout Zone,937,725,261,10804,5269,639
04/18/2024 05:43:02 PM,Monday,Outdoor Cinema,Indie Arena,1255,846,258,9826,5640,615
04/19/2024 05:43:02 PM,Wednesday,Main Stage Performance,Chillout Zone,1143,795,274,9754,5557,601
04/20/2024 05:43:02 PM,Monday,DJ Set,VIP Lounge,1106,825,235,9768,5052,531
04/21/2024 05:43:02 PM,Monday,Indie Showcase,Indie Arena,1217,833,250,9783,5152,527
04/22/2024 05:43:02 PM,Thursday,Main Stage Performance,Chillout Zone,854,828,239,10680,5738,503
04/23/2024 05:43:02 PM,Monday,VIP Meet & Greet,Indie Arena,1028,731,260,10459,5548,566
04/24/2024 05:43:02 PM,Sunday,Indie Showcase,VIP Lounge,745,737,258,10013,5356,631
04/25/2024 05:43:02 PM,Wednesday,VIP Meet & Greet,DJ Tent,1113,833,227,9991,5307,519
04/26/2024 05:43:02 PM,Friday,DJ Set,Indie Arena,819,755,239,11406,5621,559
04/27/2024 05:43:02 PM,Wednesday,Outdoor Cinema,Indie Arena,931,829,212,9800,5800,583
04/28/2024 05:43:02 PM,Sunday,Outdoor Cinema,Main Stage,1208,819,213,10003,5692,540
04/29/2024 05:43:02 PM,Wednesday,VIP Meet & Greet,Indie Arena,1084,770,228,10663,5763,544
04/30/2024 05:43:02 PM,Saturday,DJ Set,Indie Arena,757,782,228,10681,6001,600
05/01/2024 05:43:02 PM,Wednesday,Main Stage Performance,Main Stage,1106,715,239,11178,5040,505
05/02/2024 05:43:02 PM,Sunday,VIP Meet & Greet,Main Stage,1177,835,271,10864,5579,527
05/03/2024 05:43:02 PM,Tuesday,Main Stage Performance,Main Stage,1028,821,223,10799,5059,534
05/04/2024 05:43:02 PM,Sunday,Main Stage Performance,VIP Lounge,736,701,218,10549,5196,573
05/05/2024 05:43:02 PM,Tuesday,DJ Set,Chillout Zone,722,756,222,10602,5766,530
05/06/2024 05:43:02 PM,Saturday,VIP Meet & Greet,VIP Lounge,731,839,265,11183,5951,531
05/07/2024 05:43:02 PM,Sunday,Indie Showcase,DJ Tent,733,801,254,9764,5682,608
05/08/2024 05:43:02 PM,Friday,Indie Showcase,Chillout Zone,1210,758,269,10738,5342,503
05/09/2024 05:43:02 PM,Tuesday,Indie Showcase,VIP Lounge,1057,758,201,9716,5483,505
05/10/2024 05:43:02 PM,Sunday,Indie Showcase,VIP Lounge,763,743,270,10685,5322,530
05/11/2024 05:43:02 PM,Sunday,VIP Meet & Greet,Indie Arena,1247,826,219,10293,5561,539
05/12/2024 05:43:02 PM,Thursday,Main Stage Performance,Chillout Zone,1144,782,271,10166,5297,529
05/13/2024 05:43:02 PM,Saturday,Outdoor Cinema,Chillout Zone,959,718,214,10529,5327,565
05/14/2024 05:43:02 PM,Wednesday,Main Stage Performance,Chillout Zone,1165,809,218,10554,5602,530
05/15/2024 05:43:02 PM,Thursday,Main Stage Performance,DJ Tent,808,837,231,10264,5771,529
05/16/2024 05:43:02 PM,Wednesday,DJ Set,VIP Lounge,1085,720,246,10629,5869,576
05/17/2024 05:43:02 PM,Thursday,Main Stage Performance,DJ Tent,1028,782,205,9671,5632,628
05/18/2024 05:43:02 PM,Wednesday,DJ Set,Main Stage,1113,836,275,9873,5081,559
05/19/2024 05:43:02 PM,Tuesday,DJ Set,Indie Arena,857,821,245,11032,5101,566
05/20/2024 05:43:02 PM,Thursday,VIP Meet & Greet,Indie Arena,1035,790,205,10490,5477,566
05/21/2024 05:43:02 PM,Saturday,Main Stage Performance,Indie Arena,957,729,265,9744,5543,552
05/22/2024 05:43:02 PM,Sunday,VIP Meet & Greet,Chillout Zone,1032,794,244,10134,5610,540
05/23/2024 05:43:02 PM,Friday,Main Stage Performance,Chillout Zone,1210,812,234,11374,5230,615
05/24/2024 05:43:02 PM,Wednesday,VIP Meet & Greet,VIP Lounge,1046,813,272,10705,5842,607
05/25/2024 05:43:02 PM,Friday,DJ Set,Chillout Zone,938,733,238,10830,5321,576
05/26/2024 05:43:02 PM,Friday,Main Stage Performance,Chillout Zone,1022,840,239,10326,5738,575
05/27/2024 05:43:02 PM,Friday,DJ Set,Chillout Zone,988,837,233,10140,5076,595
05/28/2024 05:43:02 PM,Tuesday,Indie Showcase,DJ Tent,758,758,231,11084,5633,611
05/29/2024 05:43:02 PM,Saturday,VIP Meet & Greet,Main Stage,1021,807,242,10762,5268,635
05/30/2024 05:43:02 PM,Saturday,Outdoor Cinema,Main Stage,1266,762,202,9674,5012,554
05/31/2024 05:43:02 PM,Friday,Indie Showcase,Main Stage,1037,779,238,10741,5689,614
06/01/2024 05:43:02 PM,Tuesday,Indie Showcase,DJ Tent,838,733,207,9931,5945,595
06/02/2024 05:43:02 PM,Sunday,DJ Set,Chillout Zone,1061,723,250,11065,5749,626
06/03/2024 05:43:02 PM,Wednesday,Indie Showcase,VIP Lounge,904,838,239,9729,5503,592
06/04/2024 05:43:02 PM,Tuesday,Main Stage Performance,Chillout Zone,1220,787,222,10409,5273,590
06/05/2024 05:43:02 PM,Saturday,DJ Set,VIP Lounge,1270,741,200,11002,5934,561
06/06/2024 05:43:02 PM,Wednesday,Indie Showcase,Chillout Zone,729,736,253,10394,5037,603
06/07/2024 05:43:02 PM,Friday,Main Stage Performance,DJ Tent,832,719,228,10025,5861,620
06/08/2024 05:43:02 PM,Tuesday,VIP Meet & Greet,Indie Arena,845,766,243,10626,5939,504
06/09/2024 05:43:02 PM,Monday,Outdoor Cinema,Indie Arena,890,782,270,10897,5210,613
06/10/2024 05:43:02 PM,Thursday,DJ Set,VIP Lounge,743,756,257,10514,5659,608
06/11/2024 05:43:02 PM,Monday,DJ Set,VIP Lounge,896,763,246,10874,5688,605
06/12/2024 05:43:02 PM,Saturday,DJ Set,Indie Arena,1274,737,265,10636,5333,571
06/13/2024 05:43:02 PM,Saturday,Indie Showcase,Chillout Zone,1265,730,237,10626,5531,537
06/14/2024 05:43:02 PM,Wednesday,VIP Meet & Greet,Main Stage,1001,847,232,10950,5672,595
06/15/2024 05:43:02 PM,Thursday,Main Stage Performance,Chillout Zone,1013,794,227,10085,5998,506
06/16/2024 05:43:02 PM,Tuesday,Main Stage Performance,VIP Lounge,1079,804,201,9933,5777,601
06/17/2024 05:43:02 PM,Tuesday,DJ Set,VIP Lounge,845,732,238,11247,5895,521
06/18/2024 05:43:02 PM,Thursday,Indie Showcase,Main Stage,1097,794,206,10318,5862,629
06/19/2024 05:43:02 PM,Monday,VIP Meet & Greet,Chillout Zone,1206,726,204,11120,5859,513
06/20/2024 05:43:02 PM,Sunday,DJ Set,Main Stage,830,785,232,11326,6006,599
06/21/2024 05:43:02 PM,Monday,VIP Meet & Greet,VIP Lounge,1217,836,229,11236,5454,634
06/22/2024 05:43:02 PM,Wednesday,VIP Meet & Greet,Chillout Zone,763,734,267,10905,5954,534
06/23/2024 05:43:02 PM,Tuesday,VIP Meet & Greet,Chillout Zone,1044,812,245,10124,5418,636
06/24/2024 05:43:02 PM,Monday,DJ Set,Indie Arena,1080,750,258,11115,5125,617
06/25/2024 05:43:02 PM,Thursday,Main Stage Performance,VIP Lounge,995,765,200,10050,5059,580
06/26/2024 05:43:02 PM,Friday,VIP Meet & Greet,Chillout Zone,1001,723,247,9862,5193,536
06/27/2024 05:43:02 PM,Monday,DJ Set,Main Stage,842,791,205,9799,5704,571
06/28/2024 05:43:02 PM,Saturday,VIP Meet & Greet,Indie Arena,940,710,214,9813,5688,561
06/29/2024 05:43:02 PM,Friday,Indie Showcase,Chillout Zone,961,731,214,11298,5765,610
06/30/2024 05:43:02 PM,Monday,VIP Meet & Greet,Main Stage,1190,758,238,9663,5814,626
07/01/2024 05:43:02 PM,Friday,Indie Showcase,VIP Lounge,834,822,241,10206,5570,637
07/02/2024 05:43:02 PM,Sunday,VIP Meet & Greet,Indie Arena,894,843,215,10504,5358,564
07/03/2024 05:43:02 PM,Tuesday,Main Stage Performance,Chillout Zone,983,788,241,10674,5269,627
07/04/2024 05:43:02 PM,Wednesday,DJ Set,DJ Tent,1065,833,209,11137,5158,533
07/05/2024 05:43:02 PM,Tuesday,Indie Showcase,DJ Tent,725,721,266,11088,6062,535
07/06/2024 05:43:02 PM,Monday,DJ Set,Indie Arena,1009,732,246,10544,5314,578
07/07/2024 05:43:02 PM,Wednesday,VIP Meet & Greet,DJ Tent,850,758,201,10170,5344,579
07/08/2024 05:43:02 PM,Tuesday,DJ Set,DJ Tent,1232,794,253,11031,5113,501
07/09/2024 05:43:02 PM,Friday,Indie Showcase,VIP Lounge,849,821,200,10237,5708,575
07/10/2024 05:43:02 PM,Thursday,DJ Set,Indie Arena,1257,712,207,10126,5526,518
07/11/2024 05:43:02 PM,Thursday,Outdoor Cinema,Main Stage,1261,805,244,11209,5055,545
07/12/2024 05:43:02 PM,Saturday,Indie Showcase,Main Stage,1163,818,235,10794,5578,500
07/13/2024 05:43:02 PM,Tuesday,Outdoor Cinema,Indie Arena,1215,720,203,10054,5007,526
07/14/2024 05:43:02 PM,Friday,Outdoor Cinema,Chillout Zone,891,729,239,10582,5059,513
07/15/2024 05:43:02 PM,Wednesday,Indie Showcase,VIP Lounge,1176,719,233,10374,5198,564
07/16/2024 05:43:02 PM,Monday,DJ Set,Chillout Zone,1257,805,223,10428,5763,635
07/17/2024 05:43:02 PM,Wednesday,Outdoor Cinema,Indie Arena,1171,722,209,10031,5379,631
07/18/2024 05:43:02 PM,Monday,Main Stage Performance,DJ Tent,899,703,216,9768,5130,613
07/19/2024 05:43:02 PM,Tuesday,Main Stage Performance,Indie Arena,870,764,253,10584,5636,614
07/20/2024 05:43:02 PM,Monday,Indie Showcase,DJ Tent,1168,818,243,11351,5842,501
07/21/2024 05:43:02 PM,Sunday,Indie Showcase,VIP Lounge,1022,719,261,10812,5093,501
07/22/2024 05:43:02 PM,Thursday,VIP Meet & Greet,Indie Arena,897,710,243,11037,5808,604
07/23/2024 05:43:02 PM,Thursday,Indie Showcase,Main Stage,1014,846,201,10897,5768,527
07/24/2024 05:43:02 PM,Sunday,DJ Set,VIP Lounge,1180,767,217,10639,5232,560
07/25/2024 05:43:02 PM,Sunday,VIP Meet & Greet,DJ Tent,1250,721,252,10283,5325,590
07/26/2024 05:43:02 PM,Sunday,Outdoor Cinema,VIP Lounge,825,842,238,10739,5251,541
07/27/2024 05:43:02 PM,Tuesday,Main Stage Performance,Main Stage,712,704,273,10357,5982,510
07/28/2024 05:43:02 PM,Monday,DJ Set,DJ Tent,770,714,224,9710,5720,511
07/29/2024 05:43:02 PM,Tuesday,Outdoor Cinema,Indie Arena,1007,823,239,9816,5122,520
07/30/2024 05:43:02 PM,Wednesday,Indie Showcase,DJ Tent,860,818,268,9947,5848,620
07/31/2024 05:43:02 PM,Friday,VIP Meet & Greet,DJ Tent,1186,762,250,9682,5151,638
08/01/2024 05:43:02 PM,Friday,Indie Showcase,Chillout Zone,847,810,250,9944,5497,512
08/02/2024 05:43:02 PM,Friday,Main Stage Performance,VIP Lounge,762,710,208,10421,5483,524
08/03/2024 05:43:02 PM,Wednesday,Indie Showcase,Indie Arena,900,803,201,10833,5983,514
08/04/2024 05:43:02 PM,Friday,Indie Showcase,Chillout Zone,1202,827,245,10030,5084,542
08/05/2024 05:43:02 PM,Monday,Indie Showcase,Main Stage,1080,725,271,11109,5449,577
08/06/2024 05:43:02 PM,Wednesday,Main Stage Performance,DJ Tent,951,729,210,10040,5725,530
08/07/2024 05:43:02 PM,Sunday,Indie Showcase,DJ Tent,765,821,230,9676,5594,626
08/08/2024 05:43:02 PM,Saturday,DJ Set,Chillout Zone,901,758,242,9826,5215,502
08/09/2024 05:43:02 PM,Monday,VIP Meet & Greet,VIP Lounge,1214,708,259,9948,5004,575
08/10/2024 05:43:02 PM,Saturday,DJ Set,Chillout Zone,1001,849,200,10130,5616,578
08/11/2024 05:43:02 PM,Monday,DJ Set,DJ Tent,1088,724,229,11115,5807,582
08/12/2024 05:43:02 PM,Monday,Outdoor Cinema,VIP Lounge,780,750,234,11007,5880,619
08/13/2024 05:43:02 PM,Friday,Indie Showcase,Indie Arena,752,772,270,10578,5321,538
08/14/2024 05:43:02 PM,Saturday,Main Stage Performance,DJ Tent,760,731,206,10913,5649,629
08/15/2024 05:43:02 PM,Sunday,Main Stage Performance,Main Stage,878,732,254,11411,5705,511
08/16/2024 05:43:02 PM,Wednesday,Outdoor Cinema,Indie Arena,1060,764,242,10965,5872,507
08/17/2024 05:43:02 PM,Monday,Main Stage Performance,VIP Lounge,1259,836,255,10000,5923,624
08/18/2024 05:43:02 PM,Monday,Main Stage Performance,Chillout Zone,861,721,249,10992,5945,607
08/19/2024 05:43:02 PM,Tuesday,Indie Showcase,VIP Lounge,1100,834,203,11034,5766,540
08/20/2024 05:43:02 PM,Friday,Outdoor Cinema,Main Stage,855,808,209,10239,5504,621
08/21/2024 05:43:02 PM,Thursday,DJ Set,Indie Arena,1117,747,241,11433,5008,589
08/22/2024 05:43:02 PM,Tuesday,DJ Set,Main Stage,801,813,234,9746,5390,614
08/23/2024 05:43:02 PM,Thursday,VIP Meet & Greet,Main Stage,1054,790,244,9914,5306,583
08/24/2024 05:43:02 PM,Thursday,Main Stage Performance,Chillout Zone,850,775,226,10664,5302,545
08/25/2024 05:43:02 PM,Sunday,DJ Set,Main Stage,754,785,225,11188,5801,600
08/26/2024 05:43:02 PM,Thursday,Indie Showcase,Chillout Zone,821,819,246,10127,5474,564
08/27/2024 05:43:02 PM,Friday,DJ Set,Chillout Zone,986,806,243,9932,5239,563
08/28/2024 05:43:02 PM,Tuesday,Main Stage Performance,Main Stage,909,781,256,10977,5523,603
08/29/2024 05:43:02 PM,Friday,Outdoor Cinema,DJ Tent,751,745,212,9758,5280,582
08/30/2024 05:43:02 PM,Friday,Main Stage Performance,VIP Lounge,948,719,265,9839,5482,516
08/31/2024 05:43:02 PM,Wednesday,Outdoor Cinema,Main Stage,793,795,233,10061,5273,516
09/01/2024 05:43:02 PM,Saturday,Main Stage Performance,VIP Lounge,715,804,260,11008,5725,565
09/02/2024 05:43:02 PM,Saturday,Outdoor Cinema,Main Stage,1242,810,245,9815,5354,570
09/03/2024 05:43:02 PM,Thursday,Outdoor Cinema,Chillout Zone,890,754,225,9845,5566,504
09/04/2024 05:43:02 PM,Sunday,DJ Set,Chillout Zone,1166,802,200,11178,5101,583
09/05/2024 05:43:02 PM,Saturday,Main Stage Performance,Chillout Zone,1161,801,230,10549,5514,611
09/06/2024 05:43:02 PM,Sunday,Outdoor Cinema,Indie Arena,966,838,218,9939,5592,602
09/07/2024 05:43:02 PM,Friday,Outdoor Cinema,DJ Tent,1237,848,206,11307,5293,571
09/08/2024 05:43:02 PM,Thursday,DJ Set,Chillout Zone,969,806,226,10225,5225,560
09/09/2024 05:43:02 PM,Tuesday,Outdoor Cinema,DJ Tent,778,700,209,11057,5516,582
09/10/2024 05:43:02 PM,Wednesday,Outdoor Cinema,VIP Lounge,987,749,235,10977,5136,636
09/11/2024 05:43:02 PM,Tuesday,Indie Showcase,Chillout Zone,1171,729,238,11307,5023,599
09/12/2024 05:43:02 PM,Wednesday,Indie Showcase,Indie Arena,742,846,260,10302,5855,632
09/13/2024 05:43:02 PM,Saturday,Indie Showcase,VIP Lounge,1154,745,204,10913,5372,563
09/14/2024 05:43:02 PM,Thursday,Outdoor Cinema,Indie Arena,1142,732,266,11274,5353,633
09/15/2024 05:43:02 PM,Wednesday,Outdoor Cinema,DJ Tent,1027,848,213,10258,5680,539
09/16/2024 05:43:02 PM,Monday,Indie Showcase,DJ Tent,769,757,203,10132,5911,610
09/17/2024 05:43:02 PM,Tuesday,Indie Showcase,VIP Lounge,713,744,246,9968,5556,620
09/18/2024 05:43:02 PM,Thursday,VIP Meet & Greet,Indie Arena,875,823,208,11097,5525,636
09/19/2024 05:43:02 PM,Sunday,Main Stage Performance,Main Stage,723,814,203,11158,5254,567
09/20/2024 05:43:02 PM,Wednesday,Outdoor Cinema,Indie Arena,1227,741,262,10015,5521,599
09/21/2024 05:43:02 PM,Friday,Main Stage Performance,DJ Tent,1227,702,255,11389,5721,628
09/22/2024 05:43:02 PM,Thursday,Indie Showcase,DJ Tent,1069,768,272,11358,5088,596
09/23/2024 05:43:02 PM,Sunday,DJ Set,VIP Lounge,926,734,207,11325,5835,506
09/24/2024 05:43:02 PM,Saturday,Outdoor Cinema,Chillout Zone,827,758,208,10118,5272,562
09/25/2024 05:43:02 PM,Thursday,Outdoor Cinema,VIP Lounge,1243,706,227,10535,5546,518
09/26/2024 05:43:02 PM,Thursday,Main Stage Performance,VIP Lounge,861,760,235,10553,5042,572
09/27/2024 05:43:02 PM,Thursday,DJ Set,VIP Lounge,895,773,200,9701,5581,586
09/28/2024 05:43:02 PM,Saturday,VIP Meet & Greet,Chillout Zone,830,799,254,10922,5899,590
09/29/2024 05:43:02 PM,Saturday,DJ Set,Chillout Zone,1060,835,207,9927,5422,576
09/30/2024 05:43:02 PM,Wednesday,Indie Showcase,Indie Arena,909,827,269,11342,5030,572
10/01/2024 05:43:02 PM,Monday,Main Stage Performance,DJ Tent,1093,748,268,11426,5608,632
10/02/2024 05:43:02 PM,Friday,Indie Showcase,Indie Arena,1097,811,212,11368,5251,545
10/03/2024 05:43:02 PM,Sunday,VIP Meet & Greet,DJ Tent,1150,719,274,10830,5568,501
10/04/2024 05:43:02 PM,Saturday,Main Stage Performance,Main Stage,764,747,245,9758,5068,609
10/05/2024 05:43:02 PM,Tuesday,DJ Set,VIP Lounge,1072,749,218,10528,5462,620
10/06/2024 05:43:02 PM,Tuesday,Indie Showcase,Indie Arena,1082,748,254,10386,5409,562
10/07/2024 05:43:02 PM,Sunday,DJ Set,Main Stage,923,709,225,9706,5180,611
10/08/2024 05:43:02 PM,Monday,Outdoor Cinema,Chillout Zone,927,815,262,10298,5938,507
10/09/2024 05:43:02 PM,Sunday,Outdoor Cinema,Indie Arena,751,736,244,10909,5787,561
10/10/2024 05:43:02 PM,Monday,Indie Showcase,VIP Lounge,1037,771,201,10293,5424,551
10/11/2024 05:43:02 PM,Thursday,VIP Meet & Greet,Main Stage,1215,825,270,10828,5753,519
10/12/2024 05:43:02 PM,Monday,VIP Meet & Greet,DJ Tent,1076,797,244,10221,5600,524
10/13/2024 05:43:02 PM,Thursday,Outdoor Cinema,Chillout Zone,817,815,226,10618,5492,621
10/14/2024 05:43:02 PM,Wednesday,Outdoor Cinema,VIP Lounge,855,764,237,11008,5044,634
10/15/2024 05:43:02 PM,Thursday,Indie Showcase,Indie Arena,818,847,238,9901,5139,620
10/16/2024 05:43:02 PM,Friday,DJ Set,Indie Arena,1110,759,233,10138,5763,584
10/17/2024 05:43:02 PM,Tuesday,Outdoor Cinema,DJ Tent,1129,756,209,10920,5632,558
10/18/2024 05:43:02 PM,Wednesday,Outdoor Cinema,Main Stage,962,762,272,10243,5359,546
10/19/2024 05:43:02 PM,Saturday,Outdoor Cinema,VIP Lounge,747,824,224,10841,5860,588
10/20/2024 05:43:02 PM,Tuesday,VIP Meet & Greet,VIP Lounge,713,720,202,10307,5222,613
10/21/2024 05:43:02 PM,Sunday,DJ Set,DJ Tent,812,762,248,11063,5859,530
10/22/2024 05:43:02 PM,Wednesday,VIP Meet & Greet,VIP Lounge,805,804,273,9825,5880,571
10/23/2024 05:43:02 PM,Saturday,Indie Showcase,DJ Tent,935,781,234,10222,5498,584
10/24/2024 05:43:02 PM,Friday,DJ Set,VIP Lounge,1207,761,273,10390,5183,585
10/25/2024 05:43:02 PM,Friday,DJ Set,Indie Arena,860,739,252,10433,5177,532
10/26/2024 05:43:02 PM,Friday,Main Stage Performance,Chillout Zone,746,746,223,9980,5079,546
10/27/2024 05:43:02 PM,Tuesday,DJ Set,VIP Lounge,939,726,219,10229,5407,570
10/28/2024 05:43:02 PM,Tuesday,Outdoor Cinema,Main Stage,889,715,237,10257,5305,518
10/29/2024 05:43:02 PM,Monday,Indie Showcase,Indie Arena,943,815,274,10423,5982,558
10/30/2024 05:43:02 PM,Monday,VIP Meet & Greet,VIP Lounge,1040,811,235,10828,5125,557
10/31/2024 05:43:02 PM,Sunday,DJ Set,Chillout Zone,850,827,275,10248,5044,502
11/01/2024 05:43:02 PM,Monday,DJ Set,Main Stage,1002,832,230,9813,5442,600
11/02/2024 05:43:02 PM,Saturday,DJ Set,VIP Lounge,1079,739,264,11173,5702,563
11/03/2024 05:43:02 PM,Saturday,DJ Set,DJ Tent,793,716,234,10631,5394,569
11/04/2024 05:43:02 PM,Friday,DJ Set,Chillout Zone,1051,792,218,11415,6055,565
11/05/2024 05:43:02 PM,Friday,DJ Set,Main Stage,1204,755,231,9785,5948,512
11/06/2024 05:43:02 PM,Wednesday,VIP Meet & Greet,Indie Arena,788,731,218,9842,5206,569
11/07/2024 05:43:02 PM,Wednesday,DJ Set,Chillout Zone,1127,724,240,10788,5370,582
11/08/2024 05:43:02 PM,Saturday,Indie Showcase,VIP Lounge,995,740,227,10716,5658,504
11/09/2024 05:43:02 PM,Thursday,DJ Set,Chillout Zone,758,732,221,9711,5099,567
11/10/2024 05:43:02 PM,Monday,Indie Showcase,Main Stage,860,836,201,9677,5277,636
11/11/2024 05:43:02 PM,Monday,Indie Showcase,Chillout Zone,987,842,200,11375,5437,607
11/12/2024 05:43:02 PM,Monday,VIP Meet & Greet,VIP Lounge,732,711,200,11106,5064,538
11/13/2024 05:43:02 PM,Sunday,Main Stage Performance,Indie Arena,1139,828,245,10527,5334,555
11/14/2024 05:43:02 PM,Monday,VIP Meet & Greet,DJ Tent,994,746,212,9731,5480,555
11/15/2024 05:43:02 PM,Friday,VIP Meet & Greet,Main Stage,747,765,216,11360,5035,604
11/16/2024 05:43:02 PM,Sunday,DJ Set,Main Stage,1129,721,234,10664,6045,521
11/17/2024 05:43:02 PM,Monday,Indie Showcase,VIP Lounge,1051,700,265,11163,5072,536
11/18/2024 05:43:02 PM,Saturday,Main Stage Performance,VIP Lounge,856,837,256,11336,5645,515
11/19/2024 05:43:02 PM,Sunday,VIP Meet & Greet,Indie Arena,1150,774,226,10690,5761,559
11/20/2024 05:43:02 PM,Thursday,Outdoor Cinema,VIP Lounge,1129,762,265,10107,5521,618
11/21/2024 05:43:02 PM,Monday,Indie Showcase,Chillout Zone,1251,756,235,9970,5568,619
11/22/2024 05:43:02 PM,Monday,VIP Meet & Greet,DJ Tent,1095,842,252,10301,5538,588
11/23/2024 05:43:02 PM,Friday,VIP Meet & Greet,Chillout Zone,1112,837,231,9700,5557,528
11/24/2024 05:43:02 PM,Friday,Indie Showcase,DJ Tent,810,844,233,10544,5810,595
11/25/2024 05:43:02 PM,Monday,VIP Meet & Greet,DJ Tent,737,815,216,10865,5887,568
11/26/2024 05:43:02 PM,Monday,Main Stage Performance,DJ Tent,995,798,273,9893,5586,582
11/27/2024 05:43:02 PM,Friday,Outdoor Cinema,VIP Lounge,1152,709,229,9898,5563,521
11/28/2024 05:43:02 PM,Saturday,Indie Showcase,Indie Arena,1187,754,240,11321,5452,502
11/29/2024 05:43:02 PM,Wednesday,VIP Meet & Greet,Main Stage,1006,748,268,10000,5667,571
11/30/2024 05:43:02 PM,Saturday,VIP Meet & Greet,VIP Lounge,1091,842,200,10888,5575,558
12/01/2024 05:43:02 PM,Saturday,Outdoor Cinema,Main Stage,782,745,259,10808,5755,593
12/02/2024 05:43:02 PM,Saturday,DJ Set,Main Stage,798,796,268,10727,5665,568
12/03/2024 05:43:02 PM,Thursday,Indie Showcase,Chillout Zone,823,766,228,10865,5791,541
12/04/2024 05:43:02 PM,Friday,Main Stage Performance,Indie Arena,871,775,264,10462,5918,505
12/05/2024 05:43:02 PM,Thursday,Main Stage Performance,Indie Arena,947,739,202,11316,5639,523
12/06/2024 05:43:02 PM,Tuesday,Main Stage Performance,DJ Tent,977,818,204,10662,5657,635
12/07/2024 05:43:02 PM,Thursday,VIP Meet & Greet,VIP Lounge,723,776,250,9861,5728,571
12/08/2024 05:43:02 PM,Friday,Indie Showcase,Chillout Zone,1169,757,255,10588,6017,612
12/09/2024 05:43:02 PM,Thursday,Indie Showcase,DJ Tent,960,764,222,11397,5009,539
12/10/2024 05:43:02 PM,Wednesday,DJ Set,Main Stage,784,752,260,10129,5356,585
12/11/2024 05:43:02 PM,Wednesday,VIP Meet & Greet,Indie Arena,783,803,273,9933,5803,582
12/12/2024 05:43:02 PM,Thursday,Indie Showcase,DJ Tent,834,716,246,10484,5272,609
12/13/2024 05:43:02 PM,Friday,Indie Showcase,DJ Tent,1051,719,219,10971,6064,608
12/14/2024 05:43:02 PM,Sunday,Outdoor Cinema,Indie Arena,769,717,254,9864,5420,545
12/15/2024 05:43:02 PM,Wednesday,Indie Showcase,VIP Lounge,1118,724,272,11331,5613,518
12/16/2024 05:43:02 PM,Friday,Main Stage Performance,Main Stage,1046,732,238,10507,5797,548
12/17/2024 05:43:02 PM,Thursday,VIP Meet & Greet,Chillout Zone,859,801,229,11369,5050,564
12/18/2024 05:43:02 PM,Saturday,Indie Showcase,Indie Arena,860,727,230,11310,5840,552
12/19/2024 05:43:02 PM,Sunday,Outdoor Cinema,DJ Tent,1106,844,204,10404,5991,633
12/20/2024 05:43:02 PM,Saturday,Main Stage Performance,Indie Arena,714,708,257,10860,5906,563
12/21/2024 05:43:02 PM,Thursday,Main Stage Performance,Main Stage,1141,820,225,10396,5237,639
12/22/2024 05:43:02 PM,Saturday,Outdoor Cinema,Main Stage,1205,842,236,11416,5715,576
12/23/2024 05:43:02 PM,Tuesday,Outdoor Cinema,DJ Tent,1219,711,219,11344,5168,542
12/24/2024 05:43:02 PM,Sunday,Outdoor Cinema,DJ Tent,707,828,260,10392,5957,541
12/25/2024 05:43:02 PM,Thursday,Outdoor Cinema,DJ Tent,1095,705,253,10699,5984,579
12/26/2024 05:43:02 PM,Sunday,Indie Showcase,DJ Tent,1186,813,266,9926,5154,602
12/27/2024 05:43:02 PM,Monday,Outdoor Cinema,DJ Tent,1095,784,247,9781,5575,620
12/28/2024 05:43:02 PM,Thursday,Main Stage Performance,Indie Arena,819,719,219,10618,5380,629
12/29/2024 05:43:02 PM,Tuesday,Main Stage Performance,Main Stage,1270,762,245,9883,5118,581
